Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-17.9911
-89,0,-17.9911
-88,0,-17.9911
-87,0,-17.9911
-86,0,-17.9911
-85,0,-17.9911
-84,0,-17.9911
-83,0,-17.9911
-82,0,-17.9911
-81,0,-17.9911
-80,0,-17.9911
-79,0,-17.9911
-78,0,-17.9911
-77,0,-17.9911
-76,0,-17.9911
-75,0,-17.9911
-74,0,-17.9911
-73,0,-17.9911
-72,0,-17.9911
-71,0,-17.9911
-70,0,-17.9911
-69,0,-17.9911
-68,0,-17.9911
-67,0,-17.9911
-66,0,-17.9911
-65,0,-17.9911
-64,0,-17.9911
-63,0,-17.9911
-62,0,-17.9911
-61,0,-17.9911
-60,0,-17.9911
-59,0,-17.9911
-58,0,-17.9911
-57,0,-17.9911
-56,0,-17.9911
-55,0,-17.9911
-54,0,-17.9911
-53,0,-17.9911
-52,0,-17.9911
-51,0,-17.9911
-50,0,-17.9911
-49,0,-17.9911
-48,0,-17.9911
-47,0,-17.9911
-46,0,-17.9911
-45,0,-17.9911
-44,0,-17.9911
-43,0,-17.9911
-42,0,-17.9911
-41,0,-17.9911
-40,0,-17.9911
-39,0,-17.9911
-38,0,-17.9911
-37,0,-17.9911
-36,0,-17.9911
-35,0,-17.9911
-34,0,-17.9911
-33,0,-17.9911
-32,0,-17.9911
-31,0,-17.9911
-30,0,-17.9911
-29,0,-17.9911
-28,0,-17.9911
-27,0,-17.9911
-26,0,-17.9911
-25,0,-17.9911
-24,0,-17.9911
-23,0,-17.9911
-22,0,-17.9911
-21,0,-17.9911
-20,0,-17.9911
-19,0,-17.9911
-18,0,-17.9911
-17,0,-17.9911
-16,0,-17.9911
-15,0,-17.9911
-14,0,-17.9911
-13,0,-17.9911
-12,0,-17.9911
-11,0,-17.9911
-10,0,-17.9911
-9,0,-17.9911
-8,0,-17.9911
-7,0,-17.9911
-6,0,-17.9911
-5,0,-17.9911
-4,0,-17.9911
-3,0,-17.9911
-2,0,-17.9911
-1,0,-17.9911
0,0,-17.9828
1,0,-17.9828
2,0,-17.9828
3,0,-17.9828
4,0,-17.9828
5,0,-17.9828
6,0,-17.9828
7,0,-17.9828
8,0,-17.9828
9,0,-17.9828
10,0,-17.9828
11,0,-17.9828
12,0,-17.9828
13,0,-17.9828
14,0,-17.9828
15,0,-17.9828
16,0,-17.9828
17,0,-17.9828
18,0,-17.9828
19,0,-17.9828
20,0,-17.9828
21,0,-17.9828
22,0,-17.9828
23,0,-17.9828
24,0,-17.9828
25,0,-17.9828
26,0,-17.9828
27,0,-17.9828
28,0,-17.9828
29,0,-17.9828
30,0,-17.9828
31,0,-17.9828
32,0,-17.9828
33,0,-17.9828
34,0,-17.9828
35,0,-17.9828
36,0,-17.9828
37,0,-17.9828
38,0,-17.9828
39,0,-17.9828
40,0,-17.9828
41,0,-17.9828
42,0,-17.9828
43,0,-17.9828
44,0,-17.9828
45,0,-17.9828
46,0,-17.9828
47,0,-17.9828
48,0,-17.9828
49,0,-17.9828
50,0,-17.9828
51,0,-17.9828
52,0,-17.9828
53,0,-17.9828
54,0,-17.9828
55,0,-17.9828
56,0,-17.9828
57,0,-17.9828
58,0,-17.9828
59,0,-17.9828
60,0,-17.9828
61,0,-17.9828
62,0,-17.9828
63,0,-17.9828
64,0,-17.9828
65,0,-17.9828
66,0,-17.9828
67,0,-17.9828
68,0,-17.9828
69,0,-17.9828
70,0,-17.9828
71,0,-17.9828
72,0,-17.9828
73,0,-17.9828
74,0,-17.9828
75,0,-17.9828
76,0,-17.9828
77,0,-17.9828
78,0,-17.9828
79,0,-17.9828
80,0,-17.9828
81,0,-17.9828
82,0,-17.9828
83,0,-17.9828
84,0,-17.9828
85,0,-17.9828
86,0,-17.9828
87,0,-17.9828
88,0,-17.9828
89,0,-17.9828
90,0,-17.9828
-90,1,-20.4561
-89,1,-20.4557
-88,1,-20.4601
-87,1,-20.4695
-86,1,-20.4838
-85,1,-20.5031
-84,1,-20.5275
-83,1,-20.5571
-82,1,-20.5919
-81,1,-20.6321
-80,1,-20.6778
-79,1,-20.7293
-78,1,-20.7866
-77,1,-20.85
-76,1,-20.9197
-75,1,-20.996
-74,1,-21.0791
-73,1,-21.1693
-72,1,-21.267
-71,1,-21.3726
-70,1,-21.4864
-69,1,-21.6088
-68,1,-21.7404
-67,1,-21.8817
-66,1,-22.0332
-65,1,-22.1956
-64,1,-22.3696
-63,1,-22.5559
-62,1,-22.7555
-61,1,-22.9692
-60,1,-23.1981
-59,1,-23.4434
-58,1,-23.7065
-57,1,-23.9888
-56,1,-24.2921
-55,1,-24.6184
-54,1,-24.9699
-53,1,-25.3492
-52,1,-25.7595
-51,1,-26.2042
-50,1,-26.6878
-49,1,-27.2154
-48,1,-27.7933
-47,1,-28.4292
-46,1,-29.1328
-45,1,-29.9162
-44,1,-30.7951
-43,1,-31.7899
-42,1,-32.9275
-41,1,-34.2428
-40,1,-35.7795
-39,1,-37.5802
-38,1,-39.6318
-37,1,-41.6424
-36,1,-42.6021
-35,1,-41.588
-34,1,-39.4675
-33,1,-37.2809
-32,1,-35.3418
-31,1,-33.6684
-30,1,-32.2191
-29,1,-30.95
-28,1,-29.8259
-27,1,-28.8199
-26,1,-27.9113
-25,1,-27.0846
-24,1,-26.3276
-23,1,-25.6305
-22,1,-24.9859
-21,1,-24.3874
-20,1,-23.8301
-19,1,-23.3096
-18,1,-22.8225
-17,1,-22.3658
-16,1,-21.9371
-15,1,-21.5341
-14,1,-21.155
-13,1,-20.7982
-12,1,-20.4622
-11,1,-20.146
-10,1,-19.8483
-9,1,-19.5682
-8,1,-19.3049
-7,1,-19.0576
-6,1,-18.8257
-5,1,-18.6086
-4,1,-18.4056
-3,1,-18.2164
-2,1,-18.0405
-1,1,-17.8775
0,1,-17.7193
1,1,-17.5972
2,1,-17.4734
3,1,-17.3612
4,1,-17.2604
5,1,-17.1709
6,1,-17.0924
7,1,-17.0248
8,1,-16.9678
9,1,-16.9215
10,1,-16.8857
11,1,-16.8602
12,1,-16.8451
13,1,-16.8402
14,1,-16.8455
15,1,-16.8609
16,1,-16.8864
17,1,-16.922
18,1,-16.9677
19,1,-17.0235
20,1,-17.0894
21,1,-17.1654
22,1,-17.2516
23,1,-17.3481
24,1,-17.4549
25,1,-17.5721
26,1,-17.6998
27,1,-17.8381
28,1,-17.9871
29,1,-18.1471
30,1,-18.3182
31,1,-18.5005
32,1,-18.6943
33,1,-18.8998
34,1,-19.1172
35,1,-19.347
36,1,-19.5894
37,1,-19.8447
38,1,-20.1134
39,1,-20.3958
40,1,-20.6926
41,1,-21.0042
42,1,-21.3313
43,1,-21.6744
44,1,-22.0345
45,1,-22.4122
46,1,-22.8086
47,1,-23.2247
48,1,-23.6617
49,1,-24.121
50,1,-24.6041
51,1,-25.1127
52,1,-25.649
53,1,-26.2151
54,1,-26.8139
55,1,-27.4484
56,1,-28.1223
57,1,-28.84
58,1,-29.6065
59,1,-30.4279
60,1,-31.3115
61,1,-32.2659
62,1,-33.3011
63,1,-34.4287
64,1,-35.6606
65,1,-37.0066
66,1,-38.4665
67,1,-40.0102
68,1,-41.5339
69,1,-42.7953
70,1,-43.4292
71,1,-43.2238
72,1,-42.3723
73,1,-41.2414
74,1,-40.0828
75,1,-39.0066
76,1,-38.046
77,1,-37.2026
78,1,-36.4675
79,1,-35.8293
80,1,-35.2771
81,1,-34.8012
82,1,-34.3937
83,1,-34.0481
84,1,-33.759
85,1,-33.5221
86,1,-33.3341
87,1,-33.1924
88,1,-33.095
89,1,-33.0406
90,1,-33.0283
-90,2,-28.7867
-89,2,-28.7655
-88,2,-28.7056
-87,2,-28.608
-86,2,-28.4739
-85,2,-28.3053
-84,2,-28.1045
