Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-39.235
-89,0,-39.235
-88,0,-39.235
-87,0,-39.235
-86,0,-39.235
-85,0,-39.235
-84,0,-39.235
-83,0,-39.235
-82,0,-39.235
-81,0,-39.235
-80,0,-39.235
-79,0,-39.235
-78,0,-39.235
-77,0,-39.235
-76,0,-39.235
-75,0,-39.235
-74,0,-39.235
-73,0,-39.235
-72,0,-39.235
-71,0,-39.235
-70,0,-39.235
-69,0,-39.235
-68,0,-39.235
-67,0,-39.235
-66,0,-39.235
-65,0,-39.235
-64,0,-39.235
-63,0,-39.235
-62,0,-39.235
-61,0,-39.235
-60,0,-39.235
-59,0,-39.235
-58,0,-39.235
-57,0,-39.235
-56,0,-39.235
-55,0,-39.235
-54,0,-39.235
-53,0,-39.235
-52,0,-39.235
-51,0,-39.235
-50,0,-39.235
-49,0,-39.235
-48,0,-39.235
-47,0,-39.235
-46,0,-39.235
-45,0,-39.235
-44,0,-39.235
-43,0,-39.235
-42,0,-39.235
-41,0,-39.235
-40,0,-39.235
-39,0,-39.235
-38,0,-39.235
-37,0,-39.235
-36,0,-39.235
-35,0,-39.235
-34,0,-39.235
-33,0,-39.235
-32,0,-39.235
-31,0,-39.235
-30,0,-39.235
-29,0,-39.235
-28,0,-39.235
-27,0,-39.235
-26,0,-39.235
-25,0,-39.235
-24,0,-39.235
-23,0,-39.235
-22,0,-39.235
-21,0,-39.235
-20,0,-39.235
-19,0,-39.235
-18,0,-39.235
-17,0,-39.235
-16,0,-39.235
-15,0,-39.235
-14,0,-39.235
-13,0,-39.235
-12,0,-39.235
-11,0,-39.235
-10,0,-39.235
-9,0,-39.235
-8,0,-39.235
-7,0,-39.235
-6,0,-39.235
-5,0,-39.235
-4,0,-39.235
-3,0,-39.235
-2,0,-39.235
-1,0,-39.235
0,0,-39.2154
1,0,-39.2154
2,0,-39.2154
3,0,-39.2154
4,0,-39.2154
5,0,-39.2154
6,0,-39.2154
7,0,-39.2154
8,0,-39.2154
9,0,-39.2154
10,0,-39.2154
11,0,-39.2154
12,0,-39.2154
13,0,-39.2154
14,0,-39.2154
15,0,-39.2154
16,0,-39.2154
17,0,-39.2154
18,0,-39.2154
19,0,-39.2154
20,0,-39.2154
21,0,-39.2154
22,0,-39.2154
23,0,-39.2154
24,0,-39.2154
25,0,-39.2154
26,0,-39.2154
27,0,-39.2154
28,0,-39.2154
29,0,-39.2154
30,0,-39.2154
31,0,-39.2154
32,0,-39.2154
33,0,-39.2154
34,0,-39.2154
35,0,-39.2154
36,0,-39.2154
37,0,-39.2154
38,0,-39.2154
39,0,-39.2154
40,0,-39.2154
41,0,-39.2154
42,0,-39.2154
43,0,-39.2154
44,0,-39.2154
45,0,-39.2154
46,0,-39.2154
47,0,-39.2154
48,0,-39.2154
49,0,-39.2154
50,0,-39.2154
51,0,-39.2154
52,0,-39.2154
53,0,-39.2154
54,0,-39.2154
55,0,-39.2154
56,0,-39.2154
57,0,-39.2154
58,0,-39.2154
59,0,-39.2154
60,0,-39.2154
61,0,-39.2154
62,0,-39.2154
63,0,-39.2154
64,0,-39.2154
65,0,-39.2154
66,0,-39.2154
67,0,-39.2154
68,0,-39.2154
69,0,-39.2154
70,0,-39.2154
71,0,-39.2154
72,0,-39.2154
73,0,-39.2154
74,0,-39.2154
75,0,-39.2154
76,0,-39.2154
77,0,-39.2154
78,0,-39.2154
79,0,-39.2154
80,0,-39.2154
81,0,-39.2154
82,0,-39.2154
83,0,-39.2154
84,0,-39.2154
85,0,-39.2154
86,0,-39.2154
87,0,-39.2154
88,0,-39.2154
89,0,-39.2154
90,0,-39.2154
-90,1,-25.5975
-89,1,-25.5829
-88,1,-25.5565
-87,1,-25.5187
-86,1,-25.4694
-85,1,-25.409
-84,1,-25.3378
-83,1,-25.256
-82,1,-25.164
-81,1,-25.0623
-80,1,-24.9514
-79,1,-24.8317
-78,1,-24.7038
-77,1,-24.5683
-76,1,-24.4258
-75,1,-24.2768
-74,1,-24.1219
-73,1,-23.9619
-72,1,-23.7972
-71,1,-23.6286
-70,1,-23.4565
-69,1,-23.2816
-68,1,-23.1046
-67,1,-22.9259
-66,1,-22.7461
-65,1,-22.5658
-64,1,-22.3855
-63,1,-22.2057
-62,1,-22.0269
-61,1,-21.8496
-60,1,-21.6743
-59,1,-21.5013
-58,1,-21.3311
