alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,342.853645325
2,2,0,95,417.305816650
2,2,0,100,410.712272644
2,2,0,105,407.103202820
2,2,0,110,402.837265015
2,2,5,90,374.822570801
2,2,5,95,482.383728027
2,2,5,100,479.399414063
2,2,5,105,475.587478638
2,2,5,110,469.602600098
2,2,10,90,331.932548523
2,2,10,95,437.634658813
2,2,10,100,432.853340149
2,2,10,105,429.400344849
2,2,10,110,424.744316101
2,2,15,90,316.355171204
2,2,15,95,416.947616577
2,2,15,100,416.854087830
2,2,15,105,409.260589600
2,2,15,110,406.541412354
2,2,20,90,307.886528015
2,2,20,95,403.213539124
2,2,20,100,400.697837830
2,2,20,105,394.885757446
2,2,20,110,392.760757446
2,4,0,90,305.745948792
2,4,0,95,414.932403564
2,4,0,100,410.775962830
2,4,0,105,409.104301453
2,4,0,110,402.696022034
2,4,5,90,337.944488525
2,4,5,95,449.172004700
2,4,5,100,445.111328125
2,4,5,105,439.472763062
2,4,5,110,433.099708557
2,4,10,90,313.716461182
2,4,10,95,419.023887634
2,4,10,100,418.868553162
2,4,10,105,412.948150635
2,4,10,110,406.871002197
2,4,15,90,304.047920227
2,4,15,95,406.512924194
2,4,15,100,400.670013428
2,4,15,105,398.436927795
2,4,15,110,391.125053406
2,4,20,90,295.519592285
2,4,20,95,394.578926086
2,4,20,100,390.501388550
2,4,20,105,385.533874512
2,4,20,110,382.486923218
2,6,0,90,305.786956787
2,6,0,95,414.861991882
2,6,0,100,413.002716064
2,6,0,105,406.972457886
2,6,0,110,406.957183838
2,6,5,90,326.194145203
2,6,5,95,433.722679138
2,6,5,100,427.817100525
2,6,5,105,425.536247253
2,6,5,110,422.786315918
2,6,10,90,309.633270264
6,2,5,90,342.1658859256,2,5,95,453.1948165896,2,5,100,447.0857391366,2,5,105,443.1952819826,2,5,110,439.5549316416,2,10,90,319.9320602424,2,5,90,362.5722122194,2,5,95,467.3519744874,2,5,100,467.1801300054,2,5,105,459.9459457404,2,5,110,457.4615783694,2,10,90,329.6512680054,2,10,95,436.9776535034,2,10,100,430.6967926034,2,10,105,424.9314193734,2,10,110,423.2124786384,2,15,90,313.6206207284,2,15,95,417.0723037724,2,15,100,413.2598266604,2,15,105,408.8537750244,2,15,110,405.3225326544,2,20,90,303.2770843514,2,20,95,404.8066635134,2,20,100,400.8381423954,2,20,105,399.3071746834,2,20,110,396.4792404174,4,5,90,330.1675109864,4,5,95,439.0724868774,4,5,100,437.0098800664,4,5,105,432.9319534304,4,5,110,433.7910156254,4,10,90,311.7612762454,4,10,95,418.932235718
