alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,284.401664734
2,2,0,95,296.501327515
2,2,0,100,298.641876221
2,2,0,105,296.532630920
2,2,0,110,294.220245361
2,2,5,90,274.220596313
2,2,5,95,282.673988342
2,2,5,100,278.283576965
2,2,5,105,278.299217224
2,2,5,110,278.314842224
2,2,10,90,272.221389771
2,2,10,95,280.846000671
2,2,10,100,276.377502441
2,2,10,105,274.550605774
2,2,10,110,276.361892700
2,2,15,90,266.112388611
2,2,15,95,272.534049988
2,2,15,100,272.487113953
2,2,15,105,276.549438477
2,2,15,110,270.502861023
2,2,20,90,266.753036499
2,2,20,95,270.154319763
2,4,0,90,289.609214783
2,4,0,95,297.443405151
2,4,0,100,293.418899536
2,4,0,105,293.419570923
2,4,0,110,293.263778687
2,4,5,90,277.171524048
2,4,5,95,283.171493530
2,4,5,100,281.625190735
2,4,5,105,283.078697205
2,4,5,110,281.954071045
2,4,10,90,276.892181396
2,4,10,95,281.033119202
2,4,10,100,281.423942566
2,4,10,105,280.955596924
2,4,10,110,279.253158569
2,4,15,90,273.591964722
2,4,15,95,282.509635925
2,4,15,100,278.307075500
2,4,15,105,278.901077271
2,4,15,110,278.479423523
2,4,20,90,274.651924133
2,4,20,95,276.276969910
2,4,20,100,276.292816162
2,4,20,105,278.339866638
2,4,20,110,276.387069702
2,6,0,90,296.573387146
2,6,0,95,302.651519775
2,6,0,100,300.714225769
2,6,0,105,294.886802673
2,6,0,110,296.638374329
2,6,5,90,299.694671631
2,6,5,95,295.725875854
2,6,5,100,290.788520813
2,6,5,105,287.101440430
2,6,5,110,289.476478577
2,6,10,90,291.101501465
2,6,10,95,293.179733276
2,6,10,100,287.039413452
2,6,10,105,285.742835999
2,6,10,110,289.352348328
2,6,15,90,282.946136475
2,6,15,95,291.352302551
2,6,15,100,283.196617126
2,6,15,105,283.368568420
2,6,15,110,285.306060791
2,6,20,90,290.993537903
2,8,0,90,305.837265015
2,8,0,95,307.696716309
2,8,0,90,305.712165833
2,8,0,95,307.134346008
2,8,0,100,298.947265625
2,8,0,105,299.212982178
2,8,0,110,301.369407654
2,8,5,90,297.884986877
2,8,5,95,303.494544983
2,8,5,100,293.900413513
2,8,5,105,293.322547913
2,8,5,110,293.900840759
2,8,10,90,297.072860718
2,8,10,95,299.197654724
2,8,10,100,292.041809082
2,8,10,105,291.213806152
2,8,10,110,289.276222229
2,8,15,90,291.276206970
2,8,15,95,297.150978088
2,8,15,100,289.166954041
2,8,15,105,287.213668823
2,8,15,110,287.386009216
2,8,20,90,289.323554993
2,8,20,95,293.526557922
2,8,20,100,289.354698181
2,8,20,105,287.135871887
2,8,20,110,285.354660034
2,10,0,90,312.167037964
2,10,0,95,318.229179382
2,10,0,100,303.870193481
2,10,0,105,303.917221069
2,10,0,110,303.604759216
2,10,5,90,307.511001587
2,10,5,95,311.245399475
2,10,5,100,307.870506287
2,10,5,105,297.573852539
2,10,5,110,300.136253357
2,10,10,90,303.495697021
2,10,10,95,308.026702881
2,10,10,100,305.495666504
2,10,10,105,299.511322021
2,10,10,110,295.120704651
2,10,15,90,301.402191162
2,10,15,95,307.261451721
2,10,15,100,301.667739868
2,10,15,105,291.855377197
