alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,2988.68521881
2,2,0,95,2954.78796387
2,2,0,100,2874.55325317
2,2,0,105,2796.02360535
2,2,0,110,2697.79522705
2,2,5,90,1132.19983673
2,2,5,90,1114.42027283
2,2,5,95,1110.17066956
2,2,5,100,1112.23375702
2,2,5,105,1136.56228638
2,2,5,110,1116.45317841
2,2,10,90,1110.12535858
2,2,10,95,1106.18869781
2,2,10,100,1116.36047363
2,2,10,105,1118.29790497
2,2,10,110,1100.55521393
2,2,15,90,1108.38527679
2,2,15,95,1101.90835571
2,2,15,100,1102.02396393
2,2,15,105,1103.95096588
2,4,0,90,3035.66800690
2,4,0,95,3052.92241669
2,4,0,100,2986.52031708
2,4,0,90,3018.77307892
2,4,0,95,3055.82286072
2,4,0,100,2975.43498230
2,4,5,90,1158.82028961
2,4,5,95,1139.21377563
2,4,5,100,1143.61031342
2,4,5,105,1139.29624176
2,4,5,110,1136.79979706
2,4,10,90,1151.27280426
2,4,10,95,1132.41516876
2,4,10,100,1127.11970520
2,4,10,105,1126.54237366
2,4,10,110,1121.09025574
2,4,15,90,1138.77814484
2,4,15,95,1130.20094299
2,4,15,100,1122.09211731
2,4,15,105,1116.26460266
2,4,15,110,1117.17127228
2,4,20,90,1138.31192017
2,4,20,95,1128.00003815
2,4,20,100,1118.09395599
2,4,20,105,1120.25054932
2,4,20,110,1116.39135742
2,6,10,90,1189.56137085
2,6,10,95,1182.87924957
2,6,10,100,1150.57667542
2,6,10,105,1160.89543915
2,6,0,90,3076.14659119
2,6,0,95,3145.84680939
2,6,5,90,1189.91656494
2,6,5,95,1183.37513733
