alpha11,beta11,az_angle,el_angle,simulation_time
2,8,15,90,69.6826477051
2,8,15,95,93.4309921265
2,8,15,100,93.6404190063
2,8,15,105,91.2906875610
2,8,15,110,89.5318298340
2,8,20,90,69.1984100342
2,8,20,95,89.9017868042
2,8,20,100,89.4690551758
2,8,20,105,89.2504348755
2,8,20,110,87.3693695068
4,2,0,90,83.4008331299
4,2,0,95,107.752532959
4,2,0,100,105.477439880
4,2,0,105,104.134910583
4,2,0,110,101.696540833
4,2,5,90,77.6668930054
4,2,5,95,102.462913513
4,2,5,100,101.640563965
4,2,5,105,100.368667603
4,2,5,110,99.6035766602
4,2,10,90,74.9477767944
4,2,10,95,97.7047042847
4,2,10,100,95.7909317017
4,2,10,105,95.5565795898
4,2,10,110,94.2509460449
4,2,15,90,71.2647933960
4,2,15,95,95.3355026245
4,2,15,100,93.5881729126
4,2,15,105,93.2976455688
4,2,15,110,91.4633483887
4,2,20,90,69.8395385742
4,2,20,95,91.6976623535
4,2,20,100,91.6039276123
4,2,20,105,89.4535675049
4,2,20,110,89.4299240112
4,4,0,90,83.7046051025
4,4,0,95,106.482986450
4,4,0,100,105.759735107
4,4,0,105,103.634887695
4,4,0,110,101.636398315
4,4,5,90,75.3332824707
4,4,5,95,99.5758438110
4,4,5,100,97.8069381714
4,4,5,105,97.6664352417
4,4,5,110,95.8695831299
4,4,10,90,73.0647430420
4,4,10,95,95.6197204590
4,4,10,100,95.6040496826
4,4,10,105,93.5418167114
4,4,10,110,93.5262222290
4,4,15,90,71.2304534912
4,4,15,95,95.7291259766
4,4,15,100,92.0750427246
4,4,15,105,91.4548950195
4,4,15,110,91.4013671875
4,4,20,90,69.0990295410
4,4,20,95,91.5888137817
4,4,20,100,90.0733413696
4,4,20,105,89.4831771851
4,4,20,110,89.2922592163
4,6,0,90,73.1711578369
4,6,0,95,95.5262832642
4,6,0,100,95.5262832642
4,6,0,105,93.5107040405
4,6,0,110,93.5551528931
4,6,5,90,73.7492980957
4,6,5,95,98.0010910034
4,6,5,100,97.6358489990
4,6,5,105,97.6856307983
4,6,5,110,95.6358413696
4,6,10,90,71.5900878906
4,6,10,95,95.6540298462
4,6,10,100,94.2139739990
4,6,10,105,93.9642333984
4,6,10,110,93.2768249512
4,6,15,90,71.2527847290
4,6,15,95,93.5574874878
4,6,15,100,91.9485244751
4,6,15,105,91.6361083984
4,6,15,110,89.9019012451
4,6,20,90,69.1403884888
4,6,20,95,93.2559661865
4,6,20,100,91.5561981201
4,6,20,105,89.5112762451
4,6,20,110,88.2147445679
4,8,0,90,83.8866043091
4,8,0,95,107.722381592
4,8,0,100,105.751121521
4,8,0,105,102.385658264
4,8,0,110,100.182716370
4,8,5,90,73.4808349609
4,8,5,95,99.4711456299
4,8,5,100,97.6704025269
4,8,5,105,96.1582565308
4,8,5,110,95.9525756836
4,8,10,90,71.5790328979
4,8,10,95,95.5511856079
4,8,10,100,95.5737304688
4,8,10,105,93.5112304688
4,8,10,110,92.2614517212
4,8,15,90,71.2781066895
4,8,15,95,93.4810867310
4,8,15,100,93.5433578491
4,8,15,105,91.5739212036
4,8,15,110,91.3083114624
4,8,20,90,69.5750274658
4,8,20,95,91.5428390503
4,8,20,100,90.0272674561
4,8,20,105,91.5280761719
4,8,20,110,89.3396987915
6,2,0,90,73.0294265747
6,2,0,95,96.0269165039
6,2,0,100,94.3081817627
6,2,0,105,93.6061935425
6,2,0,110,93.2803726196
6,2,5,90,75.9966201782
6,2,5,95,101.698585510
6,2,5,100,99.9799270630
6,2,5,105,99.6798706055
6,2,5,110,98.0325012207
6,2,10,90,73.6531448364
6,2,10,95,97.6529006958
6,2,10,100,97.6675186157
6,2,10,105,95.8395385742
6,2,10,110,95.6346359253
6,2,15,90,71.2780914307
6,2,15,95,95.6363906860
6,2,15,100,95.4646911621
6,2,15,105,93.6241378784
6,2,15,110,92.2151260376
6,2,20,90,71.1844711304
6,2,20,95,93.5427627563
6,2,20,100,91.5273056030
6,2,20,105,91.5898742676
6,2,20,110,89.8399200439
6,4,0,90,73.2059173584
6,4,0,95,96.0229949951
6,4,0,100,95.6323547363
6,4,0,105,95.2107543945
6,4,0,110,93.6047439575
6,4,5,90,75.3380584717
6,4,5,95,99.7572555542
6,4,5,100,99.7262268066
6,4,5,105,97.6101226807
6,4,5,110,95.5547027588
6,4,10,90,73.2753677368
6,4,10,95,97.4470520020
6,4,10,100,95.8127746582
