alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,26.8154602051
2,2,0,95,32.4785385132
2,2,0,100,32.4546203613
2,2,0,105,32.5474624634
2,2,0,110,32.4320755005
2,2,5,90,30.3700332642
2,2,5,95,36.8077545166
2,2,5,100,36.6980895996
2,2,5,105,36.5734100342
2,2,5,110,36.4080505371
2,2,10,90,28.1521530151
2,4,0,90,26.8667526245
2,4,0,95,32.4634094238
2,4,0,100,32.4002914429
2,4,0,105,32.4478759766
2,4,0,110,34.2806015015
2,4,5,90,28.9301452637
2,4,5,95,34.6152572632
2,4,5,100,34.4513244629
2,4,5,105,34.4347152710
2,4,5,110,34.5895080566
2,4,10,90,26.3518066406
2,4,10,95,32.8605117798
2,4,10,100,32.4205474854
2,4,10,105,32.4184417725
2,4,10,110,32.5197067261
2,4,15,90,26.3161621094
2,4,15,95,32.6042861938
2,4,15,100,32.4020767212
2,4,15,105,32.2013778687
2,4,15,110,31.3578643799
2,4,20,90,24.9836273193
2,4,20,95,31.0771179199
2,4,20,100,32.5455703735
2,4,20,105,30.7799682617
2,4,20,110,30.9831848145
2,6,0,90,26.3110656738
2,6,0,95,32.4831771851
2,4,0,90,27.3896484375
2,4,0,95,32.9833450317
2,4,0,100,32.3894958496
2,4,0,105,32.4051208496
2,4,0,110,32.5301132202
2,4,5,90,28.4425048828
2,4,5,95,34.6676864624
2,4,5,100,34.4328994751
2,4,5,105,34.4839019775
2,4,5,110,34.6353530884
2,4,10,90,26.3059005737
2,4,10,95,32.6202392578
2,4,10,100,32.5570449829
2,4,10,105,32.3566741943
2,4,10,110,32.6979064941
2,4,15,90,26.3898239136
2,4,15,95,32.3385314941
2,4,15,100,32.4513854980
2,4,15,105,32.38671875
2,4,15,110,32.3847427368
2,4,20,90,24.8826370239
2,4,20,95,31.0241317749
2,4,20,100,31.0917663574
2,4,20,105,30.7011489868
2,4,20,110,30.6542205811
2,6,0,90,26.5008926392
2,6,0,95,32.6886672974
2,6,0,100,32.5916824341
2,6,0,105,32.5291900635
2,6,0,110,32.7229843140
2,6,5,90,27.0920333862
2,6,5,95,34.5196304321
2,6,5,100,33.1385040283
2,6,5,105,33.3415756226
4,6,0,90,32.4535980225
4,6,0,95,38.5913848877
4,6,0,100,38.6851882935
4,6,0,105,37.2321166992
4,6,0,110,36.8257675171
4,6,5,90,26.4202270508
4,6,5,95,34.5490570068
4,6,5,100,34.3103408813
4,6,5,105,32.9979400635
4,6,5,110,33.0135192871
4,6,10,90,26.4550857544
4,6,10,95,32.5761184692
4,6,10,100,32.5916824341
4,6,10,105,32.5604705811
4,6,10,110,32.7010574341
4,6,15,90,28.4813842773
4,6,15,95,32.5136260986
4,6,15,100,32.5853958130
4,6,15,105,31.2012405396
4,6,15,110,31.3574142456
4,6,20,90,25.1546707153
4,6,20,95,31.169921875
4,6,20,100,30.9575958252
4,6,20,105,32.2479705811
4,6,20,110,30.8420104980
4,8,0,90,34.9667358398
4,8,0,95,40.7943420410
4,8,0,100,40.7006607056
4,8,0,105,39.1226425171
4,8,0,110,38.7632904053
4,8,5,90,26.5139694214
4,8,5,95,34.2823867798
4,8,5,100,34.5603790283
4,8,5,105,34.7204055786
4,8,5,110,33.4979476929
4,8,10,90,26.7327651978
4,8,10,95,33.2010879517
4,8,10,100,32.9510879517
4,8,10,105,32.8107452393
4,8,10,110,32.7948684692
4,8,15,90,26.5608825684
4,8,15,95,32.8573760986
4,8,15,100,32.6387100220
4,8,15,105,32.5449600220
4,8,15,110,32.7391281128
4,8,20,90,26.5359115601
4,8,20,95,32.6004486084
4,8,20,100,32.6856384277
4,8,20,105,32.6567306519
4,8,20,110,32.8262710571
4,10,0,90,32.9668960571
4,10,0,95,39.2476425171
4,10,0,100,38.8102340698
4,10,0,105,38.7009811401
4,10,0,110,38.9195556641
4,10,5,90,28.4079132080
4,10,5,95,34.6142349243
4,10,5,100,34.6387939453
4,10,5,105,34.5793075562
4,10,5,110,34.5636138916
4,10,10,90,26.5766754150
4,10,10,95,34.3930587769
4,10,10,100,33.2549896240
4,10,10,105,32.9043655396
4,10,10,110,33.013671875
4,10,15,90,26.6615066528
4,10,15,95,32.7762222290
4,10,15,100,32.6075210571
4,10,15,105,32.6155395508
4,10,15,110,32.8106536865
4,10,20,90,26.5453643799
4,10,20,95,32.6075439453
4,10,20,100,32.7755432129
4,10,20,105,32.6076354980
4,10,20,110,32.7638549805
6,6,0,90,26.7484588623
6,6,0,95,33.2972564697
6,6,0,100,34.2803573608
6,6,0,105,34.4363250732
6,6,0,110,34.5926437378
