alpha11,beta11,az_angle,el_angle,simulation_time
2,8,15,105,97.3324432373
2,8,15,110,95.9656524658
2,8,20,90,95.6463012695
2,8,20,95,101.125465393
2,8,20,100,97.4576034546
2,8,20,105,97.4899978638
2,8,20,110,95.6572494507
2,10,0,90,101.538917542
2,10,0,95,103.399703979
2,10,0,100,101.412773132
2,10,0,105,99.5351715088
2,10,0,110,99.3886871338
2,10,5,90,99.4603729248
2,10,5,95,103.382568359
2,10,5,100,103.496513367
2,10,5,105,99.5908126831
2,10,5,110,99.3698043823
2,10,10,90,99.3571548462
2,10,10,95,103.384727478
2,10,10,100,101.779777527
2,10,10,105,99.4210968018
2,10,10,110,99.6166763306
2,10,15,90,99.3118438721
2,10,15,95,103.246322632
2,10,15,100,106.995285034
2,10,15,105,99.3882293701
2,10,15,110,99.1180572510
2,10,20,90,97.8047103882
2,10,20,95,101.870223999
2,10,20,100,99.9434356689
2,10,20,105,99.1308441162
2,10,20,110,97.3821563721
4,2,0,90,95.5418243408
4,2,0,95,101.206985474
4,2,0,100,99.8180160522
4,2,0,105,99.7928466797
4,2,0,110,99.9994888306
4,2,5,90,91.4936218262
4,2,5,95,95.3402099609
4,2,5,100,95.3099060059
4,2,5,105,95.3502960205
4,2,5,110,95.5824508667
4,2,10,90,91.4439773560
4,2,10,95,93.4621963501
4,2,10,100,93.5092163086
4,2,10,105,94.0716400146
4,2,10,110,93.4779510498
4,2,15,90,89.3533477783
4,2,15,95,94.1185836792
4,2,15,100,93.5250778198
4,2,15,105,94.2124557495
4,2,15,110,93.5094451904
4,2,20,90,88.0096740723
4,2,20,95,91.5251998901
4,2,20,100,91.5095291138
4,4,0,90,102.132942200
4,4,0,95,103.442024231
4,4,0,100,103.578056335
4,4,0,105,103.093521118
4,4,0,110,103.781303406
4,4,5,90,98.8742599487
4,4,5,95,99.1089630127
4,4,5,100,99.1038208008
4,4,5,105,97.5864868164
4,4,5,110,95.8676757813
4,4,10,90,91.9461364746
4,4,10,95,95.9617080688
4,4,10,100,95.4460678101
4,4,10,105,95.4928665161
4,4,10,110,95.6805496216
4,4,15,90,91.3683013916
4,4,15,95,94.1650009155
4,4,15,100,93.9463577271
4,4,15,105,93.8525924683
4,4,15,110,93.7744674683
4,4,20,90,91.3215713501
4,4,20,95,93.5870895386
4,4,20,100,93.4933624268
4,4,20,105,93.4933929443
4,4,20,110,93.6497039795
4,6,0,90,100.039871216
4,6,0,95,104.024009705
4,6,0,100,103.586608887
4,6,0,105,101.789794922
4,6,0,110,103.727371216
4,6,5,90,95.7746810913
4,6,5,95,100.211906433
4,6,5,100,98.0558776855
4,6,5,105,97.5247116089
4,6,5,110,97.7123336792
4,6,10,90,94.1969146729
4,6,10,95,99.3371658325
4,6,10,100,97.5248718262
4,6,10,105,97.2906646729
4,6,10,110,97.7491073608
4,6,15,90,93.7595138550
4,6,15,95,97.5093002319
4,6,15,100,95.5563049316
4,6,15,105,95.5563659668
4,6,15,110,95.7907485962
4,6,20,90,93.5408859253
4,6,20,95,97.5406951904
4,6,20,100,95.4939498901
4,6,20,105,95.9158630371
4,6,20,110,95.7440109253
4,8,0,90,103.415405273
4,8,0,95,105.743446350
4,8,0,100,103.821716309
4,8,0,105,103.743659973
4,8,0,110,103.884368896
4,8,5,90,97.8222274780
4,8,5,95,101.665679932
4,8,5,100,99.5408477783
4,8,5,105,99.7283706665
4,8,5,110,99.7753601074
4,8,10,90,97.5098495483
4,8,10,95,101.598167419
4,8,10,100,98.2131118774
4,8,10,105,97.6192398071
4,8,10,110,97.6973571777
4,8,15,90,96.0256500244
4,8,15,95,100.103591919
4,8,15,100,98.1193466187
4,8,15,105,97.5882110596
4,8,15,110,97.5378723145
4,8,20,90,95.9944610596
4,8,20,95,99.6505661011
4,8,20,100,97.5257492065
4,8,20,105,97.4790267944
4,8,20,110,96.2757644653
4,10,0,90,105.983711243
4,10,0,95,111.310058594
4,10,0,100,109.185020447
4,10,0,105,107.325721741
4,10,0,110,105.372634888
4,10,5,90,103.185180664
4,10,5,95,107.216499329
4,10,5,100,105.247756958
4,10,5,105,101.107185364
4,10,5,110,101.372924805
4,10,10,90,99.9197692871
4,10,10,95,105.325912476
6,4,0,90,103.294654846
6,4,0,95,107.201019287
6,4,0,100,111.513381958
6,4,0,105,107.419776917
6,4,0,110,113.060340881
6,4,5,90,110.935356140
6,4,5,95,115.497955322
6,4,5,100,113.357208252
6,4,5,105,111.622871399
6,4,5,110,111.404159546
6,4,10,90,101.217109680
6,4,10,95,105.325912476
6,4,10,100,105.873069763
6,4,10,105,105.216918945
6,4,10,110,105.248115540
6,4,15,90,97.1388702393
6,4,15,95,97.4045333862
6,4,15,100,95.4670181274
6,4,15,105,95.0768737793
6,4,15,110,99.2954940796
6,4,20,90,96.9206008911
6,4,20,95,101.420303345
6,4,20,100,97.1233444214
6,4,20,105,93.8421401978
6,4,20,110,94.9203186035
6,6,0,90,113.060646057
6,6,0,95,113.576248169
6,6,0,100,121.544853210
6,6,0,105,113.373130798
6,6,0,110,115.263771057
6,6,5,90,109.748275757
6,6,5,95,114.279693604
6,6,5,100,112.045028687
6,6,5,105,115.435737610
6,6,5,110,115.154457092
6,6,10,90,101.951530457
6,6,10,95,106.217041016
6,6,10,100,105.295234680
6,6,10,105,105.264038086
6,6,10,110,101.451622009
6,6,15,90,93.1236343384
6,6,15,95,101.170463562
6,6,15,100,95.6704940796
6,6,15,105,97.8735275269
6,6,15,110,99.2171554565
6,6,20,90,94.9358673096
6,6,20,95,99.4049148560
6,6,20,100,97.3734512329
6,6,20,105,95.2170639038
6,6,20,110,97.3111572266
6,8,0,90,105.936050415
6,8,0,95,113.264244080
6,8,0,100,109.217018127
6,8,0,105,111.185974121
