alpha11,beta11,az_angle,el_angle,simulation_time
2,8,15,110,103.995399475
2,8,20,90,81.2932739258
2,8,20,95,105.573524475
2,8,20,100,103.745635986
2,8,20,105,103.690376282
2,8,20,110,102.370506287
2,10,0,90,83.4682998657
2,10,0,95,111.776458740
2,10,0,100,109.979675293
2,10,0,105,109.792060852
2,10,0,110,108.104873657
2,10,5,90,85.7158737183
2,10,5,95,112.416969299
2,10,5,100,111.885826111
2,10,5,105,111.776435852
2,10,5,110,109.751266479
2,10,10,90,83.4338684082
2,10,10,95,109.823524475
2,10,10,100,109.830505371
2,10,10,105,107.745475769
2,10,10,110,106.417388916
2,10,15,90,81.3572235107
2,10,15,95,107.562873840
2,10,15,100,106.104797363
2,10,15,105,105.745552063
2,10,15,110,103.792442322
2,10,20,90,81.3246154785
2,10,20,95,105.682945251
2,10,20,100,103.729972839
2,10,20,105,103.745613098
2,10,20,110,101.857345581
4,2,0,90,82.9954071045
4,2,0,95,109.445785522
4,2,0,100,109.065910339
4,2,0,105,107.417015076
4,2,0,110,106.863983154
4,2,5,90,97.1128234863
4,2,5,95,123.900535583
4,2,5,100,122.087654114
4,2,5,105,122.134605408
4,2,5,110,120.291587830
4,2,10,90,87.3394012451
4,2,10,95,114.412567139
4,2,10,100,113.834304810
4,2,10,105,111.924110413
4,2,10,110,111.839263916
4,2,15,90,83.5898590088
4,2,15,95,110.010238647
4,2,15,100,109.744659424
4,2,15,105,107.947929382
4,2,15,110,107.432357788
4,2,20,90,81.3713912964
4,2,20,95,106.371520996
4,2,20,100,105.620048523
4,2,20,105,105.588783264
4,2,20,110,103.635780334
4,4,0,90,95.2454376221
4,4,0,95,120.135025024
4,4,0,100,118.275688171
4,4,0,105,116.103950500
4,4,0,110,113.822898865
4,4,5,90,89.3864440918
4,4,5,95,115.791488647
4,4,5,100,115.606437683
4,4,5,105,114.494796753
4,4,5,110,113.869697571
4,4,10,90,83.6680145264
4,4,10,95,111.838531494
4,4,10,100,110.088676453
4,4,10,105,109.877593994
4,4,10,110,107.744995117
4,4,15,90,81.7160186768
4,4,15,95,109.810592651
4,4,15,100,107.535873413
4,4,15,105,105.829627991
4,4,15,110,105.745140076
4,4,20,90,81.0588912964
4,4,20,95,105.683097839
4,4,20,100,104.198333740
4,4,20,105,103.839065552
4,4,20,110,103.589172363
4,6,0,90,107.854515076
4,6,0,95,132.806457520
4,6,0,100,130.462875366
4,6,0,105,128.697326660
4,6,0,110,126.463104248
4,6,5,90,87.4649353027
4,6,5,95,114.166847229
4,6,5,100,114.573066711
4,6,5,105,114.479293823
4,6,5,110,111.823173523
4,6,10,90,83.4024963379
4,6,10,95,111.541862488
4,6,10,100,109.932746887
4,6,10,105,108.417152405
4,6,10,110,107.792068481
4,6,15,90,81.3907928467
4,6,15,95,107.792060852
4,6,15,100,106.276557922
4,6,15,105,105.901603699
4,6,15,110,105.435966492
4,6,20,90,81.3557510376
4,6,20,95,105.729743958
4,6,20,100,104.417236328
4,6,20,105,103.917335510
4,6,20,110,102.183036804
4,8,0,90,119.920043945
4,8,0,95,142.993759155
4,8,0,100,140.447128296
4,8,0,105,136.462730408
4,8,0,110,130.822364807
4,8,5,90,85.9339675903
4,8,5,95,113.870086670
