alpha11,beta11,az_angle,el_angle,simulation_time
4,2,0,90,1171.99992371
4,2,0,95,1540.41730499
4,2,0,100,1512.57371521
4,2,0,105,1480.72476196
4,2,0,110,1460.30334473
4,2,5,90,1091.50088501
4,2,5,95,1470.54018402
4,2,5,100,1460.47047424
4,2,5,105,1448.07184601
2,4,0,90,1008.54862213
2,4,0,95,1373.64455414
2,4,0,100,1346.86648560
2,4,0,105,1336.57157898
2,4,0,110,1324.66718292
2,4,5,90,1079.01753998
2,4,5,95,1442.95887756
2,4,5,100,1441.64983368
2,4,5,105,1422.74752045
2,4,5,110,1406.26728058
2,4,10,90,1022.17501831
2,4,10,95,1392.38764954
2,4,10,90,1023.52955627
2,4,10,95,1386.11843872
2,4,10,100,1368.22520447
2,4,10,105,1353.70273590
2,4,10,110,1340.39558411
2,4,15,90,993.512123108
2,6,0,90,1022.74030304
2,6,0,95,1397.51957703
2,6,0,90,1021.58335114
2,6,0,95,1410.94151306
2,6,0,90,1028.69438171
2,6,0,95,1398.37608337
2,6,0,100,1390.02234650
2,6,0,105,1364.69796753
2,6,0,110,1350.54943848
2,6,5,90,1190.32810211
2,6,5,95,1437.51810455
2,6,5,100,1594.75144958
2,6,5,105,1578.15872192
2,6,5,110,1384.94612885
2,6,10,90,991.587951660
2,6,10,95,1352.46064758
2,6,10,100,1373.03996277
2,6,10,105,1346.73488617
2,6,10,110,1300.22888184
2,6,15,90,1104.83393097
2,6,15,95,1312.75216675
2,6,15,100,1292.08937836
2,6,15,105,1306.10996246
2,6,15,110,1265.78765869
2,6,20,90,1084.91014862
2,6,20,95,1279.68540955
2,6,20,100,1421.91374969
2,6,20,105,1275.77566528
2,6,20,110,1235.58027649
2,8,0,90,997.339111328
