alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,899.925697327
2,2,0,95,892.238784790
2,2,0,100,843.677223206
2,2,0,105,819.787254333
2,2,0,110,795.834915161
2,2,5,90,355.996055603
2,2,5,95,364.605453491
2,2,5,100,362.074234009
2,2,5,105,368.167915344
2,2,5,110,364.433616638
2,2,10,90,354.043197632
2,2,10,95,362.699363708
2,2,10,100,366.215026855
2,2,10,105,378.230560303
2,2,10,110,382.183830261
2,2,15,90,370.824546814
2,2,15,95,374.668144226
2,2,15,100,376.433807373
2,2,15,105,378.121292114
2,2,15,110,362.480949402
2,2,20,90,353.981002808
2,2,20,95,359.902923584
2,2,20,100,362.074752808
2,2,20,105,356.153045654
4,2,0,90,883.487052917
4,2,0,95,892.129905701
4,2,0,100,875.554168701
4,2,0,105,851.603225708
4,2,0,110,819.449195862
4,2,5,90,358.820137024
4,2,5,95,366.195060730
4,2,5,100,366.398429871
4,2,5,105,366.445465088
4,2,5,110,366.117645264
4,2,10,90,353.992996216
4,2,10,95,362.102401733
4,2,10,100,362.071350098
4,2,10,105,364.493370056
4,2,10,110,362.087524414
4,2,15,90,354.478256226
4,2,15,95,360.118858337
4,2,15,100,358.165931702
4,2,15,105,366.306533813
4,2,15,110,358.213043213
4,2,20,90,350.496994019
4,2,20,95,355.887886047
4,2,20,100,355.545227051
4,2,20,105,355.732849121
4,2,20,110,353.436187744
4,4,0,90,949.503082275
4,4,0,95,945.960906982
4,4,0,100,905.353630066
4,4,0,105,861.538505554
4,4,0,110,828.805946350
6,2,0,90,905.803138733
6,2,0,95,909.848724365
6,2,0,100,890.756149292
6,2,0,105,867.662834167
6,2,0,110,851.507102966
6,2,5,90,434.482292175
6,2,5,95,438.574562073
6,2,5,100,436.855934143
6,2,5,105,436.597351074
8,2,0,90,936.2834396368,2,0,95,937.0961685188,2,0,100,916.5656051648,2,0,105,902.4868164068,2,0,110,871.4280929578,2,5,90,455.0725326548,2,5,95,463.3750762948,2,5,100,461.1519775398,2,5,105,463.2942962658,2,5,110,465.2445449838,2,10,90,357.3747329718,2,10,95,359.8207778938,2,10,100,361.5773162848,2,10,105,358.4053192148,2,10,110,359.6553573618,2,15,90,351.4682006848,2,15,95,353.9212188728,2,15,100,354.2449874888,2,15,105,359.7446746838,2,15,110,353.5430221568,2,20,90,337.8891754158,2,20,95,347.5921401988,2,20,100,345.5461654668,2,20,105,347.4216461188,2,20,110,345.1100769048,2,0,90,936.2834396368,2,0,95,937.0961685188,2,0,100,916.5656051648,2,0,105,902.4868164068,2,0,110,871.4280929578,2,5,90,455.0725326548,2,5,95,463.3750762948,2,5,100,461.1519775398,2,5,105,463.2942962658,2,5,110,465.2445449838,2,10,90,357.3747329718,2,10,95,359.8207778938,2,10,100,361.5773162848,2,10,105,358.4053192148,2,10,110,359.6553573618,2,15,90,351.4682006848,2,15,95,353.9212188728,2,15,100,354.2449874888,2,15,105,359.7446746838,2,15,110,353.5430221568,2,20,90,337.8891754158,2,20,95,347.5921401988,2,20,100,345.5461654668,2,20,105,347.4216461188,2,20,110,345.1100769048,8,0,90,978.8029556278,8,0,95,999.4553298958,8,0,100,989.3190002448,8,0,105,959.2149047858,8,0,110,938.7345809948,8,5,90,495.7025146488,8,5,95,501.7962951668,8,5,100,495.7504348758,8,5,105,495.8914794928,8,5,110,491.580581665
