Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-4.94271
-89,0,-4.94271
-88,0,-4.94271
-87,0,-4.94271
-86,0,-4.94271
-85,0,-4.94271
-84,0,-4.94271
-83,0,-4.94271
-82,0,-4.94271
-81,0,-4.94271
-80,0,-4.94271
-79,0,-4.94271
-78,0,-4.94271
-77,0,-4.94271
-76,0,-4.94271
-75,0,-4.94271
-74,0,-4.94271
-73,0,-4.94271
-72,0,-4.94271
-71,0,-4.94271
-70,0,-4.94271
-69,0,-4.94271
-68,0,-4.94271
-67,0,-4.94271
-66,0,-4.94271
-65,0,-4.94271
-64,0,-4.94271
-63,0,-4.94271
-62,0,-4.94271
-61,0,-4.94271
-60,0,-4.94271
-59,0,-4.94271
-58,0,-4.94271
-57,0,-4.94271
-56,0,-4.94271
-55,0,-4.94271
-54,0,-4.94271
-53,0,-4.94271
-52,0,-4.94271
-51,0,-4.94271
-50,0,-4.94271
-49,0,-4.94271
-48,0,-4.94271
-47,0,-4.94271
-46,0,-4.94271
-45,0,-4.94271
-44,0,-4.94271
-43,0,-4.94271
-42,0,-4.94271
-41,0,-4.94271
-40,0,-4.94271
-39,0,-4.94271
-38,0,-4.94271
-37,0,-4.94271
-36,0,-4.94271
-35,0,-4.94271
-34,0,-4.94271
-33,0,-4.94271
-32,0,-4.94271
-31,0,-4.94271
-30,0,-4.94271
-29,0,-4.94271
-28,0,-4.94271
-27,0,-4.94271
-26,0,-4.94271
-25,0,-4.94271
-24,0,-4.94271
-23,0,-4.94271
-22,0,-4.94271
-21,0,-4.94271
-20,0,-4.94271
-19,0,-4.94271
-18,0,-4.94271
-17,0,-4.94271
-16,0,-4.94271
-15,0,-4.94271
-14,0,-4.94271
-13,0,-4.94271
-12,0,-4.94271
-11,0,-4.94271
-10,0,-4.94271
-9,0,-4.94271
-8,0,-4.94271
-7,0,-4.94271
-6,0,-4.94271
-5,0,-4.94271
-4,0,-4.94271
-3,0,-4.94271
-2,0,-4.94271
-1,0,-4.94271
0,0,-4.94271
1,0,-4.94271
2,0,-4.94271
3,0,-4.94271
4,0,-4.94271
5,0,-4.94271
6,0,-4.94271
7,0,-4.94271
8,0,-4.94271
9,0,-4.94271
10,0,-4.94271
11,0,-4.94271
12,0,-4.94271
13,0,-4.94271
14,0,-4.94271
15,0,-4.94271
16,0,-4.94271
17,0,-4.94271
18,0,-4.94271
19,0,-4.94271
20,0,-4.94271
21,0,-4.94271
22,0,-4.94271
23,0,-4.94271
24,0,-4.94271
25,0,-4.94271
26,0,-4.94271
27,0,-4.94271
28,0,-4.94271
29,0,-4.94271
30,0,-4.94271
31,0,-4.94271
32,0,-4.94271
33,0,-4.94271
34,0,-4.94271
35,0,-4.94271
36,0,-4.94271
37,0,-4.94271
38,0,-4.94271
39,0,-4.94271
40,0,-4.94271
41,0,-4.94271
42,0,-4.94271
43,0,-4.94271
44,0,-4.94271
45,0,-4.94271
46,0,-4.94271
47,0,-4.94271
48,0,-4.94271
49,0,-4.94271
50,0,-4.94271
51,0,-4.94271
52,0,-4.94271
53,0,-4.94271
54,0,-4.94271
55,0,-4.94271
56,0,-4.94271
57,0,-4.94271
58,0,-4.94271
59,0,-4.94271
60,0,-4.94271
61,0,-4.94271
62,0,-4.94271
63,0,-4.94271
64,0,-4.94271
65,0,-4.94271
66,0,-4.94271
67,0,-4.94271
68,0,-4.94271
69,0,-4.94271
70,0,-4.94271
71,0,-4.94271
72,0,-4.94271
73,0,-4.94271
74,0,-4.94271
75,0,-4.94271
76,0,-4.94271
77,0,-4.94271
78,0,-4.94271
79,0,-4.94271
80,0,-4.94271
81,0,-4.94271
82,0,-4.94271
83,0,-4.94271
84,0,-4.94271
85,0,-4.94271
86,0,-4.94271
87,0,-4.94271
88,0,-4.94271
89,0,-4.94271
90,0,-4.94271
-90,1,-12.4515
-89,1,-15.5467
-88,1,-15.5389
-87,1,-15.5257
-86,1,-15.5071
-85,1,-15.4829
-84,1,-15.4534
-83,1,-15.4185
-82,1,-15.3784
-81,1,-15.3332
-80,1,-15.2829
-79,1,-15.2276
-78,1,-15.1676
-77,1,-15.1028
-76,1,-15.0334
-75,1,-14.9596
-74,1,-14.8816
-73,1,-14.7994
-72,1,-14.7133
-71,1,-14.6233
-70,1,-14.5298
-69,1,-14.4327
-68,1,-14.3324
-67,1,-14.229
-66,1,-14.1227
-65,1,-14.0137
-64,1,-13.902
-63,1,-13.7881
-62,1,-13.6719
-61,1,-13.5538
-60,1,-13.4338
-59,1,-13.3122
-58,1,-13.1892
-57,1,-13.0649
-56,1,-12.9395
-55,1,-12.8131
-54,1,-12.686
-53,1,-12.5584
-52,1,-12.4303
-51,1,-12.302
-50,1,-12.1736
-49,1,-12.0453
-48,1,-11.9171
-47,1,-11.7894
-46,1,-11.6622
-45,1,-11.5356
-44,1,-11.4099
-43,1,-11.285
-42,1,-11.1613
-41,1,-11.0387
-40,1,-10.9175
-39,1,-10.7977
-38,1,-10.6795
-37,1,-10.5629
-36,1,-10.4482
-35,1,-10.3353
-34,1,-10.2244
-33,1,-10.1156
-32,1,-10.009
-31,1,-9.90474
-30,1,-9.80282
-29,1,-9.70336
-28,1,-9.60644
-27,1,-9.51215
-26,1,-9.42056
-25,1,-9.33175
-24,1,-9.24578
-23,1,-9.16273
-22,1,-9.08266
-21,1,-9.00563
-20,1,-8.93169
-19,1,-8.86091
-18,1,-8.79333
-17,1,-8.729
-16,1,-8.66798
-15,1,-8.61031
-14,1,-8.55602
-13,1,-8.50516
-12,1,-8.45776
-11,1,-8.41385
-10,1,-8.37346
-9,1,-8.33663
-8,1,-8.30337
-7,1,-8.27371
-6,1,-8.24766
-5,1,-8.22525
-4,1,-8.20649
-3,1,-8.18915
-2,1,-8.17395
-1,1,-8.16266
0,1,-8.15681
1,1,-8.15682
2,1,-8.16051
3,1,-8.16788
4,1,-8.18483
5,1,-8.20162
6,1,-8.21971
7,1,-8.24142
8,1,-8.26675
9,1,-8.29567
10,1,-8.32815
11,1,-8.36419
12,1,-8.40374
13,1,-8.44677
14,1,-8.49326
15,1,-8.54316
16,1,-8.59644
17,1,-8.65305
18,1,-8.71296
19,1,-8.77611
20,1,-8.84244
21,1,-8.91192
22,1,-8.98449
23,1,-9.06008
24,1,-9.13863
25,1,-9.22008
26,1,-9.30436
27,1,-9.3914
28,1,-9.48112
29,1,-9.57346
30,1,-9.66832
31,1,-9.76563
32,1,-9.8653
33,1,-9.96724
34,1,-10.0713
35,1,-10.1775
36,1,-10.2857
37,1,-10.3958
38,1,-10.5076
39,1,-10.6211
40,1,-10.7361
41,1,-10.8526
42,1,-10.9704
43,1,-11.0893
44,1,-11.2094
45,1,-11.3303
46,1,-11.4521
47,1,-11.5745
48,1,-11.6974
49,1,-11.8207
50,1,-11.9443
51,1,-12.0679
52,1,-12.1914
53,1,-12.3147
54,1,-12.4376
55,1,-12.56
56,1,-12.6816
57,1,-12.8024
58,1,-12.9221
59,1,-13.0405
60,1,-13.1576
61,1,-13.2731
62,1,-13.3868
63,1,-13.4986
64,1,-13.6083
65,1,-13.7156
66,1,-13.8206
67,1,-13.9229
68,1,-14.0223
69,1,-14.1188
70,1,-14.2122
71,1,-14.3021
72,1,-14.3886
73,1,-14.4715
74,1,-14.5505
75,1,-14.6255
76,1,-14.6965
77,1,-14.7631
78,1,-14.8254
79,1,-14.8832
80,1,-14.9363
81,1,-14.9846
82,1,-15.0281
83,1,-15.0667
84,1,-15.1002
85,1,-15.1286
86,1,-15.1519
87,1,-15.1699
88,1,-15.1827
89,1,-15.1902
90,1,-12.0898
-90,2,-19.1913
-89,2,-22.0954
-88,2,-22.1037
-87,2,-22.1168
-86,2,-22.1351
-85,2,-22.1586
-84,2,-22.1876
-83,2,-22.2224
-82,2,-22.2635
-81,2,-22.3112
-80,2,-22.3662
-79,2,-22.4289
-78,2,-22.5001
-77,2,-22.5806
-76,2,-22.6711
-75,2,-22.7728
-74,2,-22.8867
-73,2,-23.0141
-72,2,-23.1564
-71,2,-23.3152
-70,2,-23.4923
-69,2,-23.6899
-68,2,-23.9104
-67,2,-24.1566
-66,2,-24.4318
-65,2,-24.74
-64,2,-25.0858
-63,2,-25.4748
-62,2,-25.914
-61,2,-26.4121
-60,2,-26.9801
-59,2,-27.6324
-58,2,-28.3883
-57,2,-29.2745
-56,2,-30.3294
-55,2,-31.6117
-54,2,-33.2172
-53,2,-35.3192
-52,2,-38.2841
-51,2,-43.1364
-50,2,-55.5053
-49,2,-46.8773
-48,2,-39.5193
-47,2,-35.4211
-46,2,-32.5362
-45,2,-30.2897
-44,2,-28.4387
-43,2,-26.8577
-42,2,-25.4735
-41,2,-24.2398
-40,2,-23.1251
-39,2,-22.1076
-38,2,-21.1711
-37,2,-20.3034
-36,2,-19.4952
-35,2,-18.7392
-34,2,-18.0295
-33,2,-17.3614
-32,2,-16.7311
-31,2,-16.1352
-30,2,-15.5711
-29,2,-15.0364
-28,2,-14.5294
-27,2,-14.0482
-26,2,-13.5916
-25,2,-13.1582
-24,2,-12.7469
-23,2,-12.357
-22,2,-11.9874
-21,2,-11.6376
-20,2,-11.3068
-19,2,-10.9946
-18,2,-10.7004
-17,2,-10.4238
-16,2,-10.1644
-15,2,-9.92183
-14,2,-9.69585
-13,2,-9.48616
-12,2,-9.29251
-11,2,-9.11469
-10,2,-8.95252
-9,2,-8.80583
-8,2,-8.67447
-7,2,-8.55832
-6,2,-8.45727
-5,2,-8.37122
-4,2,-8.30009
-3,2,-8.24383
-2,2,-8.20238
-1,2,-8.17295
0,2,-8.15228
1,2,-8.15589
2,2,-8.18063
3,2,-8.21587
4,2,-8.26327
5,2,-8.32546
6,2,-8.40251
7,2,-8.49448
8,2,-8.60143
9,2,-8.72346
10,2,-8.86068
11,2,-9.01321
12,2,-9.1812
13,2,-9.36481
14,2,-9.56421
15,2,-9.77964
16,2,-10.0113
17,2,-10.2595
18,2,-10.5246
19,2,-10.8068
20,2,-11.1065
21,2,-11.4243
22,2,-11.7606
23,2,-12.1159
24,2,-12.4909
25,2,-12.8863
26,2,-13.303
27,2,-13.7418
28,2,-14.2039
29,2,-14.6905
30,2,-15.203
31,2,-15.7431
32,2,-16.3128
33,2,-16.9144
34,2,-17.5506
35,2,-18.2246
36,2,-18.9405
37,2,-19.7031
38,2,-20.5183
39,2,-21.3936
40,2,-22.3386
41,2,-23.3655
42,2,-24.491
43,2,-25.7378
44,2,-27.138
45,2,-28.7398
46,2,-30.6195
47,2,-32.9086
48,2,-35.8653
49,2,-40.1123
50,2,-47.951
51,2,-53.3831
52,2,-42.7155
