Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-7.87377
-89,0,-7.87377
-88,0,-7.87377
-87,0,-7.87377
-86,0,-7.87377
-85,0,-7.87377
-84,0,-7.87377
-83,0,-7.87377
-82,0,-7.87377
-81,0,-7.87377
-80,0,-7.87377
-79,0,-7.87377
-78,0,-7.87377
-77,0,-7.87377
-76,0,-7.87377
-75,0,-7.87377
-74,0,-7.87377
-73,0,-7.87377
-72,0,-7.87377
-71,0,-7.87377
-70,0,-7.87377
-69,0,-7.87377
-68,0,-7.87377
-67,0,-7.87377
-66,0,-7.87377
-65,0,-7.87377
-64,0,-7.87377
-63,0,-7.87377
-62,0,-7.87377
-61,0,-7.87377
-60,0,-7.87377
-59,0,-7.87377
-58,0,-7.87377
-57,0,-7.87377
-56,0,-7.87377
-55,0,-7.87377
-54,0,-7.87377
-53,0,-7.87377
-52,0,-7.87377
-51,0,-7.87377
-50,0,-7.87377
-49,0,-7.87377
-48,0,-7.87377
-47,0,-7.87377
-46,0,-7.87377
-45,0,-7.8701
-44,0,-7.8701
-43,0,-7.86641
-42,0,-7.86641
-41,0,-7.86272
-40,0,-7.85904
-39,0,-7.85904
-38,0,-7.85904
-37,0,-7.85904
-36,0,-7.85532
-35,0,-7.85161
-34,0,-7.85161
-33,0,-7.84789
-32,0,-7.84789
-31,0,-7.84418
-30,0,-7.84418
-29,0,-7.84418
-28,0,-7.84046
-27,0,-7.84046
-26,0,-7.84046
-25,0,-7.84046
-24,0,-7.84046
-23,0,-7.83671
-22,0,-7.83671
-21,0,-7.83296
-20,0,-7.83296
-19,0,-7.83296
-18,0,-7.83296
-17,0,-7.83296
-16,0,-7.82921
-15,0,-7.82921
-14,0,-7.82921
-13,0,-7.82921
-12,0,-7.82921
-11,0,-7.82921
-10,0,-7.82547
-9,0,-7.82547
-8,0,-7.82547
-7,0,-7.82547
-6,0,-7.82547
-5,0,-7.82547
-4,0,-7.81791
-3,0,-7.81791
-2,0,-7.81791
-1,0,-7.81791
0,0,-7.81302
1,0,-7.81302
2,0,-7.81302
3,0,-7.81302
4,0,-7.81302
5,0,-7.81302
6,0,-7.82057
7,0,-7.82057
8,0,-7.82057
9,0,-7.82057
10,0,-7.82057
11,0,-7.8243
12,0,-7.8243
13,0,-7.8243
14,0,-7.8243
15,0,-7.8243
16,0,-7.8243
17,0,-7.8243
18,0,-7.82804
19,0,-7.82804
20,0,-7.82804
21,0,-7.82804
22,0,-7.83179
23,0,-7.83179
24,0,-7.83554
25,0,-7.83554
26,0,-7.83554
27,0,-7.83554
28,0,-7.83554
29,0,-7.83924
30,0,-7.83924
31,0,-7.83924
32,0,-7.84296
33,0,-7.84296
34,0,-7.84667
35,0,-7.84667
36,0,-7.84667
37,0,-7.85037
