Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,6.25374
-89,0,6.25374
-88,0,6.25374
-87,0,6.25374
-86,0,6.25374
-85,0,6.25374
-84,0,6.25374
-83,0,6.25374
-82,0,6.25374
-81,0,6.25374
-80,0,6.25374
-79,0,6.25374
-78,0,6.25374
-77,0,6.25374
-76,0,6.25374
-75,0,6.25374
-74,0,6.25374
-73,0,6.25374
-72,0,6.25374
-71,0,6.25374
-70,0,6.25374
-69,0,6.25374
-68,0,6.25374
-67,0,6.25374
-66,0,6.25374
-65,0,6.25374
-64,0,6.25374
-63,0,6.25374
-62,0,6.25374
-61,0,6.25374
-60,0,6.25374
-59,0,6.25374
-58,0,6.25374
-57,0,6.25374
-56,0,6.25374
-55,0,6.25374
-54,0,6.25374
-53,0,6.25374
-52,0,6.25374
-51,0,6.25374
-50,0,6.25374
-49,0,6.25374
-48,0,6.25374
-47,0,6.25374
-46,0,6.25374
-45,0,6.25374
-44,0,6.25374
-43,0,6.25374
-42,0,6.25374
-41,0,6.25374
-40,0,6.25374
-39,0,6.25374
-38,0,6.25374
-37,0,6.25374
-36,0,6.25374
-35,0,6.25374
-34,0,6.25374
-33,0,6.25374
-32,0,6.25374
-31,0,6.25374
-30,0,6.25374
-29,0,6.25374
-28,0,6.25374
-27,0,6.25374
-26,0,6.25374
-25,0,6.25374
-24,0,6.25374
-23,0,6.25374
-22,0,6.25374
-21,0,6.25374
-20,0,6.25374
-19,0,6.25374
-18,0,6.25374
-17,0,6.25374
-16,0,6.25374
-15,0,6.25374
-14,0,6.25374
-13,0,6.25374
-12,0,6.25374
-11,0,6.25374
-10,0,6.25374
-9,0,6.25374
-8,0,6.25374
-7,0,6.25374
-6,0,6.25374
-5,0,6.25374
-4,0,6.25374
-3,0,6.25374
-2,0,6.25374
-1,0,6.25374
0,0,6.25374
1,0,6.25374
2,0,6.25374
3,0,6.25374
4,0,6.25374
5,0,6.25374
6,0,6.25374
7,0,6.25374
8,0,6.25374
9,0,6.25374
10,0,6.25374
11,0,6.25374
12,0,6.25374
13,0,6.25374
14,0,6.25374
15,0,6.25374
16,0,6.25374
17,0,6.25374
18,0,6.25374
19,0,6.25374
20,0,6.25374
21,0,6.25374
22,0,6.25374
23,0,6.25374
24,0,6.25374
25,0,6.25374
26,0,6.25374
27,0,6.25374
28,0,6.25374
29,0,6.25374
30,0,6.25374
31,0,6.25374
32,0,6.25374
33,0,6.25374
34,0,6.25374
35,0,6.25374
36,0,6.25374
37,0,6.25374
38,0,6.25374
39,0,6.25374
40,0,6.25374
41,0,6.25374
42,0,6.25374
43,0,6.25374
44,0,6.25374
45,0,6.25374
46,0,6.25374
47,0,6.25374
48,0,6.25374
49,0,6.25374
50,0,6.25374
51,0,6.25374
52,0,6.25374
53,0,6.25374
54,0,6.25374
55,0,6.25374
56,0,6.25374
57,0,6.25374
58,0,6.25374
59,0,6.25374
60,0,6.25374
61,0,6.25374
62,0,6.25374
63,0,6.25374
64,0,6.25374
65,0,6.25374
66,0,6.25374
67,0,6.25374
68,0,6.25374
69,0,6.25374
70,0,6.25374
71,0,6.25374
72,0,6.25374
73,0,6.25374
74,0,6.25374
75,0,6.25374
76,0,6.25374
77,0,6.25374
78,0,6.25374
79,0,6.25374
80,0,6.25374
81,0,6.25374
82,0,6.25374
83,0,6.25374
84,0,6.25374
85,0,6.25374
86,0,6.25374
87,0,6.25374
88,0,6.25374
89,0,6.25374
90,0,6.25374
-90,1,-12.057
-89,1,-12.0567
-88,1,-12.0574
-87,1,-12.0593
-86,1,-12.0629
-85,1,-12.0686
-84,1,-12.0392
-83,1,-12.0509
-82,1,-12.0672
-81,1,-12.0891
-80,1,-12.1179
-79,1,-12.1551
-78,1,-12.2023
-77,1,-12.2615
-76,1,-12.3347
-75,1,-12.4242
-74,1,-12.5329
-73,1,-12.6636
-72,1,-12.8199
-71,1,-13.0058
-70,1,-13.2258
-69,1,-13.4855
-68,1,-13.7911
-67,1,-14.1507
-66,1,-14.5737
-65,1,-15.0725
-64,1,-15.6627
-63,1,-16.3653
-62,1,-17.209
-61,1,-18.2351
-60,1,-19.5072
-59,1,-21.1296
-58,1,-23.293
-57,1,-26.4061
-56,1,-31.6178
-55,1,-41.8912
-54,1,-32.29
-53,1,-26.1368
-52,1,-22.4046
-51,1,-19.7228
-50,1,-17.6301
-49,1,-15.9189
-48,1,-14.4794
-47,1,-13.2467
-46,1,-12.1795
-45,1,-11.2503
-44,1,-10.4407
-43,1,-9.73804
-42,1,-9.13324
-41,1,-8.62032
-40,1,-8.196
-39,1,-7.85899
-38,1,-7.60972
-37,1,-7.45079
-36,1,-7.38689
-35,1,-7.42498
-34,1,-7.57535
-33,1,-7.85285
-32,1,-8.27821
-31,1,-8.8815
-30,1,-9.70843
-29,1,-10.8312
-28,1,-12.3741
-27,1,-14.5789
-26,1,-18.0173
-25,1,-24.7226
-24,1,-33.096
-23,1,-19.9206
-22,1,-14.4952
-21,1,-10.9975
-20,1,-8.39243
-19,1,-6.31133
-18,1,-4.58022
-17,1,-3.10351
-16,1,-1.82246
-15,1,-0.698647
-14,1,0.294147
-13,1,1.17503
-12,1,1.95797
-11,1,2.6534
-10,1,3.26959
-9,1,3.81283
-8,1,4.28813
-7,1,4.69956
-6,1,5.05019
-5,1,5.34279
-4,1,5.5795
-3,1,5.76171
-2,1,5.89065
-1,1,5.96703
0,1,5.99127
1,1,5.96286
2,1,5.88268
3,1,5.74946
4,1,5.56195
5,1,5.31963
6,1,5.02105
7,1,4.66413
8,1,4.24606
9,1,3.76348
10,1,3.22124
11,1,2.59769
12,1,1.89407
13,1,1.10183
14,1,0.21008
15,1,-0.795701
16,1,-1.93534
17,1,-3.23637
18,1,-4.7394
19,1,-6.50662
20,1,-8.64059
21,1,-11.3312
22,1,-14.9903
23,1,-20.8313
24,1,-35.5119
25,1,-23.3068
26,1,-17.3582
27,1,-14.1461
28,1,-12.05
29,1,-10.5712
30,1,-9.49115
31,1,-8.69495
32,1,-8.11528
33,1,-7.709
34,1,-7.44744
35,1,-7.3108
36,1,-7.28487
37,1,-7.36001
38,1,-7.52954
39,1,-7.78912
40,1,-8.13648
41,1,-8.57152
42,1,-9.09577
43,1,-9.71277
44,1,-10.4289
45,1,-11.2536
46,1,-12.2008
47,1,-13.2904
48,1,-14.5519
49,1,-16.03
50,1,-17.7955
51,1,-19.9716
52,1,-22.7972
53,1,-26.8362
54,1,-34.0372
55,1,-42.1927
56,1,-30.4864
57,1,-25.6639
58,1,-22.7251
59,1,-20.6577
60,1,-19.0957
61,1,-17.8644
62,1,-16.8677
63,1,-16.0462
64,1,-15.3607
65,1,-14.784
66,1,-14.2962
67,1,-13.882
68,1,-13.5296
69,1,-13.23
70,1,-12.9754
71,1,-12.7597
72,1,-12.5775
73,1,-12.4244
74,1,-12.2964
75,1,-12.1902
76,1,-12.1027
77,1,-12.0312
78,1,-11.9735
79,1,-11.9276
80,1,-11.8915
81,1,-11.8636
82,1,-11.8426
83,1,-11.827
84,1,-11.8158
85,1,-11.8081
86,1,-11.803
87,1,-11.7999
88,1,-11.7982
89,1,-11.7977
90,1,-11.7981
-90,2,-28.3202
-89,2,-28.2612
-88,2,-28.0928
-87,2,-27.8215
-86,2,-27.479
-85,2,-27.0339
-84,2,-26.5228
-83,2,-25.9602
-82,2,-25.3601
-81,2,-24.7354
-80,2,-24.0982
-79,2,-23.4589
-78,2,-22.8271
-77,2,-22.2106
-76,2,-21.6168
-75,2,-21.052
-74,2,-20.5222
-73,2,-20.033
-72,2,-19.5905
-71,2,-19.2001
-70,2,-18.8679
-69,2,-18.6004
-68,2,-18.4055
-67,2,-18.2919
-66,2,-18.2697
-65,2,-18.3521
-64,2,-18.5562
-63,2,-18.9034
-62,2,-19.4239
-61,2,-20.1604
-60,2,-21.1756
-59,2,-22.5736
-58,2,-24.5439
-57,2,-27.4914
-56,2,-32.5966
-55,2,-46.493
-54,2,-34.3453
-53,2,-27.7238
-52,2,-23.9844
-51,2,-21.4378
-50,2,-19.5814
-49,2,-18.2013
-48,2,-17.1936
-47,2,-16.5049
-46,2,-16.1134
-45,2,-16.0179
-44,2,-16.2395
-43,2,-16.8256
-42,2,-17.8674
-41,2,-19.5397
-40,2,-22.2285
-39,2,-27.0582
-38,2,-42.0535
-37,2,-29.8179
-36,2,-22.7848
-35,2,-19.0249
-34,2,-16.5881
-33,2,-14.9364
-32,2,-13.8568
-31,2,-13.2584
-30,2,-13.1159
-29,2,-13.4564
-28,2,-14.3711
-27,2,-16.0731
-26,2,-19.0876
-25,2,-25.2557
-24,2,-37.4321
-23,2,-21.7609
-22,2,-16.2952
-21,2,-13.0725
-20,2,-10.9526
-19,2,-9.56525
-18,2,-8.76369
-17,2,-8.5074
-16,2,-8.83568
-15,2,-9.89447
-14,2,-12.0584
-13,2,-16.4964
-12,2,-32.3712
-11,2,-17.5119
-10,2,-10.2311
-9,2,-6.04102
-8,2,-3.10948
-7,2,-0.902682
-6,2,0.809414
-5,2,2.14626
-4,2,3.17697
-3,2,3.944
-2,2,4.4746
-1,2,4.78573
0,2,4.88608
1,2,4.77776
2,2,4.45852
3,2,3.91549
4,2,3.13463
5,2,2.09416
6,2,0.739892
7,2,-0.994951
8,2,-3.23476
9,2,-6.22111
10,2,-10.5235
11,2,-18.172
12,2,-29.3021
13,2,-15.9693
14,2,-11.7678
15,2,-9.69387
16,2,-8.68562
17,2,-8.39246
18,2,-8.67779
19,2,-9.50805
20,2,-10.9291
21,2,-13.0949
22,2,-16.4023
23,2,-22.102
24,2,-40.9233
25,2,-24.547
26,2,-18.6675
27,2,-15.7425
28,2,-14.081
29,2,-13.1879
30,2,-12.8597
31,2,-13.007
32,2,-13.604
33,2,-14.6741
34,2,-16.3045
35,2,-18.6983
36,2,-22.36
37,2,-29.0536
38,2,-45.1638
39,2,-27.4245
40,2,-22.372
41,2,-19.6034
42,2,-17.8905
43,2,-16.8245
44,2,-16.2226
45,2,-15.9899
46,2,-16.0774
47,2,-16.4633
48,2,-17.1485
49,2,-18.1553
50,2,-19.5371
51,2,-21.398
52,2,-23.9557
53,2,-27.7281
54,2,-34.5059
55,2,-48.5727
56,2,-32.5156
57,2,-27.3958
58,2,-24.4523
59,2,-22.4873
60,2,-21.0943
61,2,-20.0837
62,2,-19.3517
63,2,-18.8352
64,2,-18.4917
65,2,-18.2919
66,2,-18.2143
67,2,-18.2417
68,2,-18.3613
69,2,-18.5626
70,2,-18.8374
71,2,-19.1778
72,2,-19.5777
73,2,-20.0309
74,2,-20.5316
75,2,-21.0746
76,2,-21.6541
77,2,-22.2645
78,2,-22.8996
79,2,-23.552
80,2,-24.2136
81,2,-24.8752
82,2,-25.5257
83,2,-26.1528
84,2,-26.7427
85,2,-27.2804
86,2,-27.7501
87,2,-28.1363
88,2,-28.4247
89,2,-28.6039
90,2,-28.6663
-90,3,-27.0025
-89,3,-27.0115
-88,3,-27.0537
-87,3,-27.0772
-86,3,-27.1944
-85,3,-27.3579
-84,3,-27.5765
-83,3,-27.8618
-82,3,-28.2292
-81,3,-28.6988
-80,3,-29.2984
-79,3,-30.0668
-78,3,-31.0609
-77,3,-32.3703
-76,3,-34.1507
-75,3,-36.7121
-74,3,-40.8372
-73,3,-49.5264
-72,3,-47.4193
-71,3,-39.2063
-70,3,-34.8339
-69,3,-31.8932
-68,3,-29.7232
-67,3,-28.0614
-66,3,-26.7817
-65,3,-25.8197
-64,3,-25.1447
-63,3,-24.7464
-62,3,-24.6351
-61,3,-24.8398
-60,3,-25.417
-59,3,-26.466
-58,3,-28.1791
-57,3,-30.9838
-56,3,-36.1716
-55,3,-54.923
-54,3,-37.247
-53,3,-30.8502
-52,3,-27.3905
-51,3,-25.2245
-50,3,-23.884
-49,3,-23.1972
-48,3,-23.1192
-47,3,-23.6966
-46,3,-25.0965
-45,3,-27.7499
-44,3,-33.0375
-43,3,-47.4535
-42,3,-32.6462
-41,3,-26.8637
-40,3,-23.7932
-39,3,-22.0701
-38,3,-21.3096
-37,3,-21.4225
-36,3,-22.5218
-35,3,-25.0356
-34,3,-30.4925
-33,3,-48.9104
-32,3,-29.1051
-31,3,-23.548
-30,3,-20.7124
-29,3,-19.309
-28,3,-19.0188
-27,3,-19.8739
-26,3,-22.2993
-25,3,-28.0251
-24,3,-43.4878
-23,3,-25.1852
-22,3,-19.9515
-21,3,-17.3364
-20,3,-16.206
-19,3,-16.3322
-18,3,-17.9267
-17,3,-22.0712
-16,3,-37.3348
-15,3,-23.5461
-14,3,-16.786
-13,3,-13.4743
-12,3,-11.8495
-11,3,-11.5545
-10,3,-12.7677
-9,3,-16.6072
-8,3,-33.6829
-7,3,-16.2859
-6,3,-9.01486
-5,3,-4.885
-4,3,-2.13563
-3,3,-0.247738
-2,3,0.997888
-1,3,1.70939
0,3,1.93823
1,3,1.69852
2,3,0.975122
3,3,-0.293789
4,3,-2.20883
5,3,-4.99866
6,3,-9.20733
7,3,-16.7209
8,3,-30.5727
9,3,-16.198
10,3,-12.5477
11,3,-11.4115
12,3,-11.7596
13,3,-13.4419
14,3,-16.847
15,3,-23.9154
16,3,-35.358
17,3,-21.5153
18,3,-17.5278
19,3,-15.9845
20,3,-15.8779
21,3,-17.0049
22,3,-19.5821
23,3,-24.6749
24,3,-41.1256
25,3,-28.326
26,3,-22.354
27,3,-19.8562
28,3,-18.9654
29,3,-19.2319
30,3,-20.6173
31,3,-23.437
32,3,-28.9676
33,3,-49.4037
34,3,-30.4643
35,3,-24.9725
36,3,-22.4528
37,3,-21.3527
38,3,-21.2459
39,3,-22.022
40,3,-23.7795
41,3,-26.934
42,3,-33.0237
43,3,-50.3694
44,3,-32.4487
45,3,-27.3061
46,3,-24.7082
47,3,-23.3334
48,3,-22.7674
49,3,-22.8475
50,3,-23.5267
51,3,-24.8449
52,3,-26.9619
53,3,-30.3056
54,3,-36.2907
55,3,-51.4608
56,3,-36.5044
57,3,-31.106
58,3,-28.2175
59,3,-26.4599
60,3,-25.3833
61,3,-24.7867
62,3,-24.565
63,3,-24.6607
64,3,-25.0433
65,3,-25.7005
66,3,-26.6404
67,3,-27.8912
68,3,-29.5117
69,3,-31.6184
70,3,-34.4532
71,3,-38.6141
72,3,-46.333
73,3,-53.4093
74,3,-41.8678
75,3,-37.3057
76,3,-34.5776
77,3,-32.7113
78,3,-31.3505
79,3,-30.3232
80,3,-29.5318
81,3,-28.9158
82,3,-28.4341
83,3,-28.0579
84,3,-27.766
