sigma_sum_max,Analytical_time
-29.6320627324592,0.0372851
-29.6564796529642,0.0105978
-29.7971537585782,0.0113683
-30.0561335775526,0.005829
-30.4313545887436,0.0202678
-29.6176401234217,0.0038138
-29.6423097814025,0.0038094
-29.7834755854325,0.0030927
-30.0431137358358,0.0028051
-30.4194001607709,0.0034451
-29.6527655809684,0.0032449
-29.6766584545912,0.0027652
-29.8163550787627,0.0028176
-30.0738889923389,0.0033267
-30.4471306004976,0.003054
-29.7349416794129,0.0046169
-29.7575736611988,0.0042999
-29.8947705412828,0.0024935
-30.1478299777323,0.0026615
-30.5163986151581,0.0037356
-29.8661839733484,0.0031355
-29.8870848851601,0.0031029
-30.0199749883589,0.0032831
-30.2636086777399,0.0031114
-30.6230377333025,0.0046118
-29.7375385041396,0.0030062
-29.7298410563053,0.0025822
-29.8405687649562,0.0029561
-30.0682038202962,0.0028052
-30.4180673316036,0.0035484
-29.7229247969823,0.0036318
-29.7156260389778,0.0030895
-29.8269284383675,0.0034415
-30.0554421375558,0.0034286
-30.4061734930008,0.0029901
-29.7585871553478,0.003711
-29.7501024656591,0.0029434
-29.8596590994846,0.0032071
-30.0855018913241,0.0029909
-30.4335204980562,0.0036264
-29.8417375313454,0.0050048
-29.8312447618383,0.0026149
-29.9375748003377,0.0027251
-30.159330394646,0.0029101
-30.5011558307599,0.0034219
-29.9743545169664,0.0045133
-29.9610745202766,0.0026338
-30.061284123036,0.0033332
-30.2742335843007,0.0027869
-30.6053868278638,0.0028458
-29.915630410304,0.003835
-29.8749184089227,0.0027106
-29.9521239473941,0.0029856
-30.1519576587664,0.0028398
-30.476571459016,0.0028122
-29.9007980622686,0.0034742
-29.8605556070505,0.0031733
-29.9385054933531,0.0033568
-30.1391772347482,0.0033979
-30.4648650730187,0.0040923
-29.9368207447149,0.0058266
-29.8954251631006,0.0027893
-29.9711322786415,0.0036629
-30.1691984275122,0.0024699
-30.4915054996222,0.0029484
-30.0213512170364,0.0035328
-29.9770813579991,0.0026212
-30.0492961494389,0.0028052
-30.243199011524,0.003258
-30.5577384269861,0.0031609
-30.1553538683903,0.0050661
-30.1075659374603,0.0032061
-30.1737097976651,0.0028596
-30.3580757284773,0.0025338
-30.6626017387958,0.0027457
-30.1670390944088,0.0046864
-30.0883505670812,0.0029154
-30.1336728124791,0.0026829
-30.3052736769623,0.0043691
-30.6044208748182,0.0032732
-30.1517280947791,0.005454
-30.0737669583594,0.0032864
-30.1199267076203,0.0038039
-30.2924170973519,0.0030763
-30.5926027922408,0.0132854
-30.1882789586422,0.0082606
-30.1093115039799,0.0036892
-30.152931725999,0.0039755
-30.3226088688662,0.0035745
-30.6193969685049,0.0064508
-30.2749298710504,0.0029253
-30.1922939451426,0.0033631
-30.2317263612257,0.002717
-30.397033112982,0.0031464
-30.6859050293561,0.004604
-30.4107844895573,0.0029902
-30.3246627287493,0.0032837
-30.3576535048129,0.0026587
-30.5120625889794,0.0033975
-30.791300822025,0.0043007
-29.6263301817202,0.0026611
-29.6502184250632,0.0035529
-29.7899077835458,0.002937
-30.0474320068603,0.0038663
-30.4206629254852,0.003406
-29.5911113060569,0.003167
-29.6157809652059,0.0044163
-29.7569467777953,0.003117
-30.016584949093,0.0062752
-30.3928714209409,0.0031693
-29.6055574353346,0.003747
-29.629972778741,0.0033512
-29.7706445104686,0.0058622
-30.0296214862907,0.0038425
-30.4048390147409,0.0035587
-29.6699368155954,0.0029874
-29.6935246451332,0.0064061
-29.832499118518,0.0049035
-30.0868971662997,0.003443
-30.4569308810718,0.0038836
-29.7820373449246,0.0047855
-29.8032593580825,0.0090846
-29.9377595954825,0.0058387
-30.1860831461532,0.0030265
-30.5500838080976,0.0047563
-29.7321544444866,0.0032532
-29.7236611191507,0.0064894
-29.8332073325213,0.003712
-30.0590381769174,0.0040726
-30.4070440454796,0.0042701
-29.6963959818192,0.0046415
-29.6890972232264,0.0042218
-29.8003996413375,0.0030735
-30.0289133879487,0.0086392
-30.3796448288238,0.006297
-29.7110342653104,0.0038509
-29.7033338003858,0.0060583
-29.8140580465715,0.0037492
-30.0416893067339,0.0038303
-30.3915489775621,0.0030227
-29.7760559451804,0.0061431
-29.7670141625452,0.0030439
-29.8754532748763,0.0045076
-30.098199697313,0.009026
-30.4428728434717,0.0033572
-29.8898623060229,0.005104
-29.877180398065,0.0029993
-29.9798310808691,0.0055224
-30.1972270478708,0.0034665
-30.532707093725,0.0040727
-29.9103197348478,0.0029447
-29.8689846523602,0.0057728
-29.9446777488286,0.0035136
-30.1427292504262,0.0043763
-30.4650216526806,0.0033254
-29.8742692543178,0.0055687
-29.8340267898442,0.0043329
-29.9119767017673,0.0044339
-30.1126485185372,0.0074408
-30.4383364942647,0.0044606
-29.8891275215607,0.0035783
-29.8484116008449,0.0028762
-29.9256124099427,0.0062774
-30.125441453208,0.0033152
-30.4500508923288,0.0039402
-29.9547648845416,0.0041084
-29.9123583660649,0.005239
-29.9870033683282,0.0040093
-30.1818553934465,0.0037085
-30.5000031176778,0.0037553
-30.0707284094867,0.0037166
-30.0236588097942,0.0043366
-30.0919084284542,0.003506
-30.281127665307,0.0053335
-30.589224366332,0.0049369
-30.1617813488648,0.0039926
-30.0828723205446,0.0031554
-30.1264753481946,0.0035957
-30.2961353752411,0.0056165
-30.5929074700136,0.0040505
-30.1251993132745,0.0034432
-30.0472381413047,0.003288
-30.0933979168036,0.005332
-30.2658884079626,0.0043344
-30.5660742875928,0.0033503
-30.1405388770211,0.0049526
-30.061844422397,0.0047406
-30.1071608094877,0.0033348
-30.278756211141,0.0038043
-30.5778987335816,0.0033681
-30.2071062585854,0.0052661
-30.1266542752905,0.0039709
-30.169203545925,0.0037346
-30.3354758949443,0.0029505
-30.6281043444765,0.0043444
-30.3245098127801,0.0050829
-30.2402612249472,0.0029174
-30.2750591119212,0.003327
-30.4353516824376,0.0030747
-30.7177563220608,0.0056448
