sigma_sum_max,Analytical_time
58.5265850802188,0.0529056
44.3595897983103,0.0196545
58.2094855786551,0.0103327
44.4231593447949,0.0106998
57.2745398689184,0.0134385
44.2885236434433,0.0146389
30.61627428312,0.0114226
44.8149808218901,0.0088431
31.6717375098455,0.0089183
44.5889053078886,0.0089578
58.4228580699373,0.0088507
44.365549284337,0.0094961
57.7075813281566,0.0094153
43.8997000217586,0.0085191
55.6210392057367,0.0084361
44.5948379306992,0.0086352
32.1436264860318,0.0086318
44.9617878712622,0.008434
34.3008700684025,0.0092067
47.2589877702248,0.0085122
58.0297406351405,0.0085553
44.3016903905425,0.0084424
55.6457337059568,0.0095357
41.623682916795,0.0095773
49.7529857020831,0.0097417
58.4629466437962,0.0099057
44.4138982539042,0.0086096
58.0726967424436,0.0088445
44.3566799692679,0.0086228
56.8620443760595,0.0094327
44.2635773623501,0.0084873
30.9657665942667,0.0113572
45.1393084781289,0.0129788
31.9405297390285,0.0106127
44.3577790536431,0.0100097
58.3592196335147,0.0098434
44.1072626692938,0.0101914
56.3727732150922,0.0094499
41.436633122155,0.0093952
50.5472722644316,0.0084078
44.5546583981058,0.0085068
32.1123068757678,0.0082099
47.5661327621945,0.0103064
37.106073783006,0.0086361
51.9285940225494,0.0082741
57.9661021987179,0.008943
42.7340353098079,0.0083861
50.4702205609122,0.0083186
35.3055265669431,0.0081172
44.038257153361,0.0092734
58.3565130822131,0.0084366
44.435299439158,0.00862
57.8716184057198,0.0085696
44.1053498509494,0.0087164
56.2298404850379,0.0088558
44.2203885401993,0.0083345
31.2723199228579,0.0089716
45.2957249915207,0.0083483
31.810447056412,0.0085046
44.1478162776278,0.0084455
58.2527860719316,0.0097603
43.5755328743983,0.0087657
54.1709258573719,0.0123509
37.5442112700268,0.0123844
48.0248026825575,0.0148916
44.4865954884842,0.0129939
32.4495479510048,0.0137742
49.1160372088544,0.0116996
41.9729035627877,0.0119958
56.5190491206558,0.0121525
57.8596686371348,0.0109778
40.1473751652995,0.0105351
47.6783612080373,0.0114642
37.6410519578567,0.0125013
44.7545677687676,0.0119614
58.2067206878886,0.0107279
44.424098910293,0.010001
57.6065967180659,0.0093022
43.6715397188824,0.0086973
55.3786273602809,0.0097132
44.1565459436822,0.0078361
31.5268970990377,0.0083297
45.2668963240443,0.0079385
31.2467672417104,0.0083501
45.9499500277765,0.0079481
58.1029936776072,0.0080759
42.943439760142,0.0077439
51.1869268858994,0.0093409
35.5573955687559,0.008089
43.8340516971713,0.0078495
44.3889878668205,0.0111522
34.4895979653151,0.0094345
51.9207932389641,0.0092544
44.1871044681957,0.0089544
52.9944046320378,0.0099851
57.7098762428103,0.0083428
37.657634565388,0.0089152
44.8207998570937,0.0082817
37.9992657234213,0.0081855
51.9066459590498,0.0080681
58.4788380251498,0.0079377
44.3348179962588,0.0087985
58.0816948012907,0.0078688
44.2919294541259,0.0082092
56.9159462944347,0.008117
44.2759935435928,0.008303
30.2410105060718,0.0079843
44.4156239598975,0.0091994
31.0323691794965,0.0083675
44.2947842734242,0.0086683
58.4362306042325,0.0078516
44.3293843335311,0.0081231
57.9063676821473,0.0078163
44.1099801549123,0.0087245
56.35720889648,0.008025
44.5783553517494,0.0082097
31.960234977398,0.0078196
45.2185070841204,0.0094553
33.0451974827564,0.0081401
46.4061631104626,0.0082482
58.05727637991,0.008254
44.266945387234,0.0080323
56.1104591685603,0.0077231
42.1666227851218,0.0082374
50.4920218800711,0.0078598
58.4151995887272,0.0113086
44.3262825548079,0.0105237
57.7048158132679,0.0085807
43.7458747954116,0.00817
55.5678963783766,0.0079624
44.2521808164997,0.0080958
30.4005508500139,0.0081162
