sigma_sum_max,Analytical_time
34.4547807537838,0.0285914
30.5084034549553,0.0163506
34.1702444809338,0.0101574
30.2835276758131,0.0053224
33.3200569699902,0.0057218
30.501784613484,0.0056581
26.7651604570048,0.0035525
30.5847399438756,0.0036465
27.1160564499963,0.0019413
30.2963037930128,0.0018949
34.359096064636,0.0031841
30.4803264207442,0.0018905
34.041292698967,0.0022466
30.1837500084757,0.0022697
33.0951691944403,0.0019782
30.4774907166408,0.0021143
27.5785158154779,0.0019054
31.3854499035842,0.0018772
28.9354201074112,0.001901
31.6013044938067,0.0019098
33.9801074203932,0.002058
30.3835800591492,0.0019885
33.5226371486932,0.0023797
29.8967503309235,0.0019928
32.1709187899793,0.0018841
34.4071066097229,0.0037865
30.5319436516694,0.0020434
34.1202359246757,0.0023703
30.3313546259318,0.002396
33.2202056973312,0.0022906
30.469146634789,0.0020291
26.9129438162849,0.0023153
30.787159874992,0.0022513
27.5180096721371,0.0025025
30.6418605018574,0.0021416
34.3114219205751,0.0019717
30.4776034275395,0.0019233
33.8914872227154,0.0018547
30.0490967737084,0.0018651
32.6059430325371,0.002278
30.4434782718286,0.0019643
28.1224699807472,0.0019646
32.2256452752816,0.0021659
29.9915148035304,0.002548
32.6112035615098,0.0019322
33.9324332763323,0.0018236
30.2706033442729,0.0018322
32.9508250136766,0.0024713
28.9115544123539,0.0019756
29.9905253661074,0.0020067
34.3275201573946,0.002838
30.5429030276459,0.002638
34.0546079391672,0.0022211
30.3606959955805,0.0019435
33.0904008893238,0.0023069
30.4145291912981,0.0019754
27.0560951433525,0.0022618
30.9768066589526,0.0026166
27.8912518455424,0.0021314
30.9469161115702,0.001948
34.2318354682469,0.0018958
30.4421499028571,0.0024118
33.6595456692541,0.0019825
29.7283967429024,0.0020225
31.8211730314471,0.001989
30.3866063454979,0.0024241
28.6162496904487,0.0019676
32.8625918054058,0.0018678
30.6486805132668,0.0018735
32.9170341401283,0.0023662
33.852846824004,0.0019522
30.0395551068611,0.0021156
32.0052613467745,0.0023241
28.4534685573336,0.0023364
31.2115651062432,0.0019895
34.2158257438007,0.0019412
30.5413275097272,0.0022793
33.973264798308,0.0022193
30.3724569001025,0.0020303
32.9305205534161,0.002117
30.3376003800045,0.0024473
27.1939345038706,0.0022474
31.1523740533412,0.00199
28.2347526668523,0.0019823
31.2099819476413,0.0024508
34.120141054653,0.0019509
30.3741659869054,0.0026751
33.3453946364232,0.0022138
29.2196648615609,0.0020876
30.7312845758528,0.0019314
30.3065955236697,0.002303
29.0588851693917,0.001986
33.3010060311251,0.0019004
30.9181648940869,0.0025785
32.5336864559447,0.0022936
33.7411524104101,0.002011
29.7522836155792,0.0018907
30.669513200611,0.0020554
30.2996315051831,0.0022731
32.2895236485723,0.0019583
34.4229979910765,0.0019944
30.4902130738027,0.0028814
34.1317485173295,0.0024787
30.243485830801,0.002454
33.2622223934248,0.0028393
30.4893787191546,0.0022802
26.6022274835627,0.0026343
30.381089990759,0.0032759
26.6889976339848,0.0028912
29.9370556840297,0.002782
34.3857796272464,0.0029999
30.4755669267889,0.0024976
34.0833911672479,0.0033316
30.2000105180667,0.0034114
33.1817541703729,0.0024717
30.4479988317709,0.0031308
27.3738352547994,0.0029838
31.2128204810489,0.0030995
28.5763627496945,0.0032464
31.3674500034827,0.0026567
34.034918827852,0.0025045
30.3661697886581,0.0036752
