alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,359.164817810
2,2,0,95,354.429924011
2,2,0,100,382.633560181
2,2,0,105,374.461288452
2,2,0,110,341.944847107
2,2,5,90,153.565788269
2,2,5,95,156.190788269
2,2,5,100,133.627822876
2,2,5,105,145.674880981
2,2,5,110,149.768699646
2,2,10,90,145.846710205
2,2,10,95,145.877960205
2,2,10,100,129.830718994
2,2,10,105,145.846694946
2,2,10,110,135.737068176
2,2,15,90,137.627647400
2,2,15,95,160.159423828
2,2,15,100,132.299491882
2,2,15,105,137.737060547
2,2,15,110,137.752677917
2,2,20,90,149.909118652
2,2,20,95,150.034111023
2,2,20,100,123.486732483
2,2,20,105,139.486999512
2,2,20,110,141.908950806
2,4,0,90,352.256614685
2,4,0,95,409.054450989
2,4,0,100,362.912895203
2,4,0,105,390.366394043
2,4,0,110,382.678703308
2,4,5,90,151.612022400
2,4,5,95,156.143371582
2,4,5,100,149.830688477
2,4,5,105,140.330604553
2,4,5,110,135.752342224
2,4,10,90,153.971374512
2,4,10,95,137.861724854
2,4,10,100,144.080604553
2,4,10,105,133.502288818
2,4,10,110,151.815101624
2,4,15,90,150.440025330
2,4,15,95,139.658874512
2,4,15,100,145.658653259
2,4,15,105,146.346221924
2,4,15,110,149.783729553
2,4,20,90,134.142890930
2,4,20,95,139.752265930
2,4,20,100,144.486732483
2,4,20,105,150.111869812
2,4,20,110,147.924301147
2,6,0,90,419.163070679
2,6,0,95,382.896751404
2,6,0,100,352.271339417
2,6,0,105,376.724731445
2,6,0,110,395.021850586
2,6,5,90,146.549171448
2,6,5,95,162.096305847
2,6,5,100,149.721061707
2,6,5,105,148.424156189
2,6,5,110,137.689643860
2,6,10,90,159.971183777
2,6,10,95,143.970970154
2,6,10,100,139.720863342
2,6,10,105,137.798988342
2,6,10,110,149.939788818
2,6,15,90,145.876586914
2,6,15,95,168.815078735
2,6,15,100,145.720924377
2,6,15,105,137.517692566
2,6,15,110,135.471076965
2,6,20,90,145.939697266
2,6,20,95,158.190101624
2,6,20,100,141.533340454
2,6,20,105,148.252189636
2,6,20,110,158.080444336
2,8,0,90,390.568298340
2,8,0,95,431.333778381
2,8,0,100,378.474311829
2,8,0,105,403.365257263
2,8,0,110,387.136131287
2,8,5,90,154.747261047
2,8,5,95,154.012565613
2,8,5,100,148.324455261
2,8,5,105,162.169021606
2,8,5,110,165.966079712
2,8,10,90,172.481811523
2,8,10,95,167.418846130
2,8,10,100,149.917411804
2,8,10,105,149.854606628
2,8,10,110,140.072486877
2,8,15,90,157.901741028
2,8,15,95,148.228996277
2,8,15,100,149.666488647
2,8,15,105,161.729621887
2,8,15,110,166.292152405
2,8,20,90,141.790519714
2,8,20,95,156.228691101
2,8,20,100,153.853439331
2,8,20,105,146.555892944
2,8,20,110,157.962432861
4,2,0,90,352.442794800
4,2,0,95,376.443443298
4,2,0,100,358.191749573
4,2,0,105,348.127983093
4,2,0,110,352.330741882
4,2,5,90,142.163391113
4,2,5,95,148.179283142
4,2,5,100,150.226097107
4,2,5,105,156.148193359
4,2,5,110,135.787727356
4,2,10,90,135.678276062
4,2,10,95,137.928215027
4,2,10,100,155.960304260
4,2,10,105,144.147125244
4,2,10,110,140.240867615
4,2,15,90,154.241127014
4,2,15,95,138.287284851
4,2,15,100,145.912475586
4,2,15,105,158.678627014
4,2,15,110,143.896614075
4,2,20,90,141.818397522
4,2,20,95,146.443412781
4,2,20,100,158.881370544
4,2,20,105,141.802444458
4,2,20,110,145.693191528
4,4,0,90,384.452171326
4,4,0,95,397.014709473
4,4,0,100,358.137870789
4,4,0,105,394.779380798
4,4,0,110,352.449844360
4,4,5,90,154.458267212
4,4,5,95,151.895614624
4,4,5,100,145.614105225
4,4,5,105,163.989639282
4,4,5,110,149.785980225
4,4,10,90,147.895278931
4,4,10,95,154.254463196
4,4,10,100,149.910850525
4,4,10,105,139.722793579
4,4,10,110,161.848632813
4,4,15,90,141.863540649
4,4,15,95,149.941917419
4,4,15,100,164.785995483
4,4,15,105,158.035530090
4,4,15,110,156.020034790
4,4,20,90,151.941772461
4,4,20,95,151.894462585
4,4,20,100,143.832038879
4,4,20,105,156.566719055
4,4,20,110,142.222343445
4,6,0,90,393.478759766
4,6,0,95,419.276473999
4,6,0,100,364.571678162
4,6,0,105,371.274765015
4,6,0,110,338.164390564
4,6,5,90,153.941184998
4,6,5,95,164.956993103
4,6,5,100,149.972267151
4,6,5,105,154.097290039
4,6,5,110,143.050140381
4,6,10,90,154.065612793
4,6,10,95,149.722137451
4,6,10,100,148.268928528
4,6,10,105,146.550132751
4,6,10,110,151.612350464
4,6,15,90,151.862686157
4,6,15,95,154.737754822
4,6,15,100,151.987327576
4,6,15,105,152.362663269
4,6,15,110,147.643730164
4,6,20,90,152.237594604
4,6,20,95,162.222091675
4,6,20,100,160.065841675
4,6,20,105,152.018745422
4,6,20,110,154.221900940
4,8,0,90,440.008850098
4,8,0,95,397.898498535
4,8,0,100,388.554420471
4,8,0,105,368.522705078
4,8,0,110,363.194351196
4,8,5,90,168.409370422
4,8,5,95,164.315132141
4,8,5,100,152.627510071
4,8,5,105,152.862129211
4,8,5,110,153.627799988
4,8,10,90,164.112319946
4,8,10,95,174.425010681
4,8,10,100,162.034156799
4,8,10,105,156.080909729
4,8,10,110,149.940055847
4,8,15,90,150.486999512
4,8,15,95,174.471786499
4,8,15,100,164.409080505
4,8,15,105,155.955802917
4,8,15,110,146.080650330
4,8,20,90,158.674598694
4,8,20,95,150.174385071
4,8,20,100,160.596466064
4,8,20,105,162.143363953
4,8,20,110,154.471343994
6,2,0,90,376.475036621
6,2,0,95,405.334838867
6,2,0,100,413.084838867
6,2,0,105,376.740287781
6,2,0,110,338.724174500
