alpha11,beta11,az_angle,el_angle,simulation_time
6,2,5,90,172.346496582
6,2,5,95,178.299705505
6,2,5,100,182.455970764
6,2,5,105,174.518363953
6,2,5,110,170.237037659
6,2,10,90,156.189208984
6,2,10,95,151.783882141
6,2,10,100,141.970970154
6,2,10,105,146.002212524
6,2,10,110,158.611839294
6,2,15,90,152.080490112
6,2,15,95,150.080413818
6,2,15,100,143.595893860
6,2,15,105,148.064758301
6,2,15,110,156.502380371
6,2,20,90,144.705291748
6,2,20,95,153.002304077
6,2,20,100,142.345909119
6,2,20,105,154.611694336
6,2,20,110,146.392791748
6,4,0,90,425.975120544
6,4,0,95,428.053268433
6,4,0,100,425.053459167
6,4,0,105,368.770996094
6,4,0,110,395.349464417
6,4,5,90,180.362022400
6,4,5,95,178.471343994
6,4,5,100,179.158798218
6,4,5,105,195.268478394
6,4,5,110,170.346176147
6,4,10,90,162.111679077
6,4,10,95,152.424026489
6,4,10,100,159.862052917
6,4,10,105,148.111885071
6,4,10,110,158.064720154
6,4,15,90,150.054168701
6,4,15,95,146.278228760
6,4,15,100,162.513778687
6,4,15,105,146.512275696
6,4,15,110,148.121162415
6,4,20,90,156.075134277
6,4,20,95,148.214874268
6,4,20,100,152.340126038
6,4,20,105,168.262886047
6,4,20,110,160.137191772
6,6,0,90,388.762840271
6,6,0,95,446.500122070
6,6,0,100,397.682975769
6,6,0,105,403.416404724
6,6,0,110,364.788337708
6,6,5,90,184.682998657
6,6,5,95,170.869750977
6,6,5,100,166.759712219
6,6,5,105,164.415695190
6,6,5,110,176.197479248
6,6,10,90,162.727745056
6,6,10,95,156.430137634
6,6,10,100,153.930107117
6,6,10,105,162.227432251
6,6,10,110,140.194793701
6,6,15,90,158.117515564
6,6,15,95,162.289497375
6,6,15,100,140.303588867
6,6,15,105,160.148475647
6,6,15,110,154.053886414
6,6,20,90,142.616241455
6,6,20,95,146.147506714
6,6,20,100,160.179382324
6,6,20,105,140.053260803
6,6,20,110,156.022682190
6,8,0,90,425.175018311
6,8,0,95,433.721588135
6,8,0,100,407.797912598
6,8,0,105,371.202163696
6,8,0,110,394.999588013
6,8,5,90,186.335075378
6,8,5,95,199.069808960
6,8,5,100,172.756248474
6,8,5,105,158.193206787
6,8,5,110,164.208923340
6,8,10,90,148.161422729
6,8,10,95,164.474433899
6,8,10,100,161.005409241
6,8,10,105,164.193077087
6,8,10,110,154.145713806
6,8,15,90,152.551887512
6,8,15,95,158.755157471
6,8,15,100,158.239433289
6,8,15,105,150.473472595
6,8,15,110,148.114006042
6,8,20,90,170.177116394
6,8,20,95,156.317283630
6,8,20,100,147.941978455
6,8,20,105,160.926666260
6,8,20,110,154.754562378
8,2,0,90,412.886901855
8,2,0,95,383.073318481
8,2,0,100,401.620376587
8,2,0,105,376.760086060
8,2,0,110,390.885215759
8,2,5,90,196.692565918
8,2,5,95,199.176895142
8,2,5,100,190.770370483
8,2,5,105,202.536026001
8,2,5,110,194.660583496
8,2,10,90,150.050498962
8,2,10,95,162.378921509
8,2,10,100,145.972251892
8,2,10,105,152.534843445
8,2,10,110,156.378692627
8,2,15,90,147.784637451
8,2,15,95,152.550369263
8,2,15,100,151.956939697
8,2,15,105,144.034469604
8,2,15,110,158.487617493
8,2,20,90,141.956283569
8,2,20,95,144.268814087
8,2,20,100,148.190773010
8,2,20,105,154.143951416
8,2,20,110,142.003036499
8,4,0,90,470.041160583
8,4,0,95,417.305625916
8,4,0,100,415.555366516
8,4,0,105,403.336242676
8,4,0,110,386.835762024
8,4,5,90,192.738098145
8,4,5,95,194.847473145
8,4,5,100,188.081710815
8,4,5,105,182.800331116
8,4,5,110,192.644248962
8,4,10,90,149.909095764
8,4,10,95,150.034065247
8,4,10,100,154.471633911
8,4,10,105,151.940269470
8,4,10,110,148.127731323
8,4,15,90,152.377738953
8,4,15,95,140.111930847
8,4,15,100,152.096458435
8,4,15,105,162.143539429
8,4,15,110,148.065116882
8,4,20,90,152.065742493
8,4,20,95,162.502876282
8,4,20,100,151.893325806
8,4,20,105,139.924301147
8,4,20,110,152.252586365
8,6,0,90,437.726287842
8,6,0,95,409.272598267
8,6,0,100,419.616432190
8,6,0,105,413.131889343
8,6,0,110,381.553459167
8,6,5,90,213.206657410
8,6,5,95,190.846809387
8,6,5,100,204.847038269
8,6,5,105,188.659278870
8,6,5,110,190.628067017
8,6,10,90,176.315299988
8,6,10,95,164.533897400
8,6,10,100,164.033851624
8,6,10,105,152.048919678
8,6,10,110,158.502502441
8,6,15,90,158.471244812
8,6,15,95,158.330635071
8,6,15,100,158.174324036
8,6,15,105,153.846115112
8,6,15,110,162.111892700
8,6,20,90,160.174354553
8,6,20,95,160.799446106
8,6,20,100,150.189773560
8,6,20,105,154.283615112
8,6,20,110,150.580398560
8,8,0,90,429.178451538
8,8,0,95,447.913024902
8,8,0,100,419.490692139
8,8,0,105,416.053047180
8,8,0,110,401.068214417
8,8,5,90,208.830902100
8,8,5,95,206.862426758
8,8,5,100,208.815574646
8,8,5,105,200.971740723
8,8,5,110,199.002960205
8,8,10,90,180.315391541
8,8,10,95,164.643020630
8,8,10,100,162.893005371
8,8,10,105,156.002281189
8,8,10,110,160.840744019
8,8,15,90,156.153945923
8,8,15,95,152.340095520
8,8,15,100,182.452430725
8,8,15,105,154.324569702
8,8,15,110,152.136970520
8,8,20,90,176.482505798
8,8,20,95,156.527473450
8,8,20,100,152.183372498
8,8,20,105,152.386116028
8,8,20,110,152.135734558
