alpha11,beta11,az_angle,el_angle,simulation_time
2,2,0,90,231.592338562
2,2,0,95,206.014770508
2,2,0,100,107.097175598
2,2,0,105,346.400909424
2,2,0,110,212.346611023
2,2,5,90,50.6725540161
2,2,5,95,50.7975082397
2,2,5,100,163.049041748
2,2,5,105,49.6256256104
2,2,5,110,120.610992432
2,2,10,90,49.3131484985
2,2,10,95,48.9069061279
2,2,10,100,53.4694519043
2,2,10,105,50.8288269043
2,2,10,110,53.2975463867
2,2,15,90,50.9225311279
2,2,15,95,49.2037353516
2,2,15,100,49.4225006104
2,2,15,105,50.7194366455
2,2,15,110,49.2037811279
2,2,20,90,46.8756484985
2,2,20,95,50.7193908691
2,2,20,100,49.0162658691
2,2,20,105,47.4224929810
2,2,20,110,45.4224624634
2,4,0,90,111.626457214
2,4,0,95,105.735755920
2,4,0,100,111.376403809
2,4,0,105,105.298194885
2,4,0,110,93.2511978149
2,4,5,90,48.3756484985
2,4,5,95,48.5943832397
2,4,5,100,50.7472991943
2,4,5,105,51.1256790161
2,4,5,110,50.8443756104
2,4,10,90,48.7037200928
2,4,10,95,48.6880950928
2,4,10,100,48.7037200928
2,4,10,105,46.5318527222
2,4,10,110,50.7818603516
2,4,15,90,47.1099700928
2,4,15,95,46.3912124634
2,4,15,100,50.6569213867
2,4,15,105,46.8443374634
2,4,15,110,50.8131027222
2,4,20,90,50.6412277222
2,4,20,95,51.3600006104
2,4,20,100,52.6412887573
2,4,20,105,48.7349853516
2,4,20,110,50.9068908691
2,6,0,90,119.423355103
2,6,0,95,112.063858032
2,6,0,100,117.860839844
2,6,0,105,103.657562256
2,6,0,110,97.3449325562
2,6,5,90,48.8755950928
2,6,5,95,49.4224777222
2,6,5,100,52.3134765625
2,6,5,105,48.5631103516
2,6,5,110,52.8288040161
2,6,10,90,48.3755645752
2,6,10,95,49.0318603516
2,6,10,100,48.6100006104
2,6,10,105,52.6412887573
2,6,10,110,52.9225158691
2,6,15,90,50.6256484985
2,6,15,95,50.4383850098
2,6,15,100,48.7349624634
2,6,15,105,48.7662200928
2,6,15,110,48.8287200928
2,6,20,90,48.6412200928
2,6,20,95,46.4067840576
2,6,20,100,49.0474777222
2,6,20,105,47.0630950928
2,6,20,110,46.6881027222
2,8,0,90,109.141952515
2,8,0,95,109.485717773
2,8,0,100,107.329421997
2,8,0,105,109.704421997
2,8,0,110,103.844978333
2,8,5,90,51.1568756104
