alpha11,beta11,az_angle,el_angle,simulation_time
2,6,20,90,14.8326263428
2,6,20,95,14.2273025513
2,6,20,100,14.2376022339
2,6,20,105,14.1536102295
2,6,20,110,16.2436828613
2,8,0,90,14.1113357544
2,8,0,95,16.1766967773
2,8,0,100,14.1605987549
2,8,0,105,14.7796249390
2,8,0,110,14.7026214600
2,8,5,90,18.4877777100
2,8,5,95,14.1855392456
2,8,5,100,14.4144363403
2,8,5,105,14.7374420166
2,8,5,110,14.1594390869
2,8,10,90,14.4854354858
2,8,10,95,15.9754867554
2,8,10,100,15.0274505615
2,8,10,105,14.2784500122
2,8,10,110,14.4794540405
2,8,15,90,16.1804962158
2,8,15,95,14.1414260864
2,8,15,100,14.8004608154
2,8,15,105,14.2574539185
2,8,15,110,14.1464309692
2,8,20,90,16.1123580933
2,8,20,95,14.6993255615
2,8,20,100,14.7183380127
2,8,20,105,16.6373672485
2,8,20,110,14.2113113403
4,2,0,90,12.1522827148
4,2,0,95,16.1843566895
4,2,0,100,16.2513656616
4,2,0,105,14.8203277588
4,2,0,110,14.7883224487
4,2,5,90,16.2273635864
4,2,5,95,14.7230300903
4,2,5,100,16.1733474731
4,2,5,105,14.8802566528
4,2,5,110,14.2302398682
4,2,10,90,16.2256011963
4,2,10,95,14.2022399902
4,2,10,100,16.2932739258
4,2,10,105,16.6819915771
4,2,10,110,14.4612350464
4,2,15,90,16.1942672729
4,2,15,95,16.1248397827
4,2,15,100,16.0402679443
4,2,15,105,14.9382476807
4,2,15,110,15.0112533569
4,2,20,90,16.2812118530
4,2,20,95,14.7821807861
4,2,20,100,16.0732040405
4,2,20,105,16.2692031860
4,2,20,110,14.7491836548
4,4,0,90,12.4401550293
4,4,0,95,14.5031814575
4,4,0,100,16.2351989746
4,4,0,105,16.3802108765
4,4,0,110,14.4521789551
4,4,5,90,18.2711334229
4,4,5,95,16.2188491821
4,4,5,100,16.0101928711
4,4,5,105,16.2771453857
4,4,5,110,16.0171508789
4,4,10,90,14.2411346436
4,4,10,95,16.0171508789
4,4,10,100,14.5711441040
4,4,10,105,14.4471282959
4,4,10,110,14.6571350098
4,4,15,90,15.9701538086
4,4,15,95,16.2881469727
4,4,15,100,14.4051361084
4,4,15,105,14.5862884521
4,4,15,110,14.3238906860
4,4,20,90,16.1550064087
4,4,20,95,16.0299987793
4,4,20,100,14.7949142456
4,4,20,105,14.5096740723
4,4,20,110,64.1703872681
4,6,0,90,19.2882003784
4,6,0,95,16.7924270630
4,6,0,100,16.8437576294
4,6,0,105,17.0277633667
4,6,0,110,16.6016387939
4,6,5,90,16.4537582397
4,6,5,95,16.4347381592
4,6,5,100,15.4476928711
4,6,5,105,57.6625900269
4,6,5,110,16.9575424194
4,6,10,90,16.5813751221
4,6,10,95,61.0079803467
4,6,10,100,19.0326156616
4,6,10,105,16.7254714966
4,6,10,110,16.4201965332
4,6,15,90,116.906791687
4,6,15,95,14.9822235107
4,6,15,100,16.8804092407
4,6,15,105,120.869812012
4,6,15,110,16.6072921753
4,6,20,90,17.8090744019
4,6,20,95,58.0897674561
4,6,20,100,16.7672958374
4,6,20,105,16.6232986450
4,6,20,110,16.5812683105
4,8,0,90,192.301094055
4,8,0,95,18.6412582397
4,8,0,100,62.7717742920
4,8,0,105,25.9482574463
4,8,0,110,22.6102294922
4,8,5,90,16.3231887817
4,8,5,95,16.2802200317
4,8,5,100,16.2117156982
4,8,5,105,14.8574066162
4,8,5,110,16.3365631104
4,8,10,90,16.2971878052
4,8,10,95,29.1846389771
4,8,10,100,16.2978668213
4,8,10,105,16.2822036743
4,8,10,110,14.4071350098
4,8,15,90,16.3291397095
4,8,15,95,16.2820510864
4,8,15,100,14.5943756104
4,8,15,105,14.7193984985
4,8,15,110,14.8131179810
4,8,20,90,16.2663345337
4,8,20,95,64.1277999878
4,8,20,100,16.8757629395
4,8,20,105,40.5016479492
4,8,20,110,16.2192535400
6,2,0,90,15.0161056519
6,2,0,95,19.8756179810
6,2,0,100,26.3287200928
6,2,0,105,72.3922882080
6,2,0,110,16.3441619873
6,2,5,90,105.080139160
6,2,5,95,30.5653610229
6,2,5,100,16.2190246582
6,2,5,105,16.2658691406
6,2,5,110,16.3909378052
6,2,10,90,16.3127822876
6,2,10,95,16.2971496582
6,2,10,100,16.3596496582
6,2,10,105,16.3439483643
6,2,10,110,16.3752212524
6,2,15,90,16.0783386230
6,2,15,95,16.3282928467
6,2,15,100,16.4220809937
6,2,15,105,16.1408233643
6,2,15,110,16.3127136230
6,2,20,90,15.0626602173
6,2,20,95,16.2658691406
6,2,20,100,15.1252212524
6,2,20,105,16.3283081055
6,2,20,110,16.1407852173
6,4,0,90,12.5938949585
6,4,0,95,16.2188949585
6,4,0,100,14.8438644409
6,4,0,105,16.4064254761
6,4,0,110,14.8751373291
6,4,5,90,16.3751296997
6,4,5,95,15.1564025879
6,4,5,100,16.2657928467
6,4,5,105,14.8282241821
6,4,5,110,14.6563339233
6,4,10,90,16.3438873291
6,4,10,95,16.2032241821
6,4,10,100,14.8129577637
6,4,10,105,14.6563568115
6,4,10,110,14.6876220703
6,4,15,90,16.3282394409
6,4,15,95,16.3282546997
6,4,15,100,16.1407623291
6,4,15,105,16.3594741821
6,4,15,110,15.0157165527
6,4,20,90,16.3282318115
6,4,20,95,16.3594665527
6,4,20,100,16.0000991821
6,4,20,105,16.0938339233
6,4,20,110,16.1563873291
6,6,0,90,12.7499160767
6,6,0,95,16.4063491821
6,6,0,100,16.0782165527
6,6,0,105,16.1719512939
6,6,0,110,16.0938568115
6,6,5,90,16.2500839233
6,6,5,95,16.4063034058
6,6,5,100,16.3438491821
6,6,5,105,15.9844360352
6,6,5,110,16.2032394409
6,6,10,90,16.3438339233
6,6,10,95,15.0469589233
6,6,10,100,16.1563262939
6,6,10,105,16.5000839233
6,6,10,110,15.0156707764
6,6,15,90,14.9063339233
6,6,15,95,16.1250381470
6,6,15,100,14.7032012939
6,6,15,105,16.3125534058
6,6,15,110,16.0782089233
6,6,20,90,16.4844131470
6,6,20,95,16.1719818115
6,6,20,100,14.5469360352
6,6,20,105,16.4063186646
6,6,20,110,14.4531631470
6,8,0,90,14.3437881470
6,8,0,95,14.6875686646
6,8,0,100,16.3281936646
6,8,0,105,16.4062957764
6,8,0,110,14.7187881470
6,8,5,90,16.4532165527
6,8,5,95,16.3282165527
6,8,5,100,16.4063110352
6,8,5,105,15.2032012939
6,8,5,110,16.3591384888
6,8,10,90,16.4531860352
6,8,10,95,16.3750686646
6,8,10,100,15.1562957764
6,8,10,105,16.3437652588
6,8,10,110,15.1562728882
6,8,15,90,14.7656860352
6,8,15,95,16.3594207764
6,8,15,100,14.9844207764
6,8,15,105,16.4375610352
6,8,15,110,16.3750534058
6,8,20,90,14.7500915527
6,8,20,95,16.1563186646
6,8,20,100,16.1875457764
6,8,20,105,16.3281784058
6,8,20,110,14.3594207764
8,2,0,90,13.0000228882
8,2,0,95,16.4219207764
8,2,0,100,16.2969131470
8,2,0,105,16.3750534058
8,2,0,110,16.3918762207
8,2,5,90,16.3143386841
8,2,5,95,16.3768615723
8,2,5,100,16.4393310547
8,2,5,105,17.1425933838
8,2,5,110,16.4550170898
8,2,10,90,16.3299713135
8,2,10,95,16.3924865723
8,2,10,100,16.3612365723
8,2,10,105,16.1893005371
8,2,10,110,16.4700698853
8,2,15,90,16.3607025146
8,2,15,95,16.4388351440
8,2,15,100,16.3138198853
8,2,15,105,15.0168609619
8,2,15,110,16.3763732910
8,2,20,90,16.1106796265
8,2,20,95,14.5324707031
8,2,20,100,14.6417770386
8,2,20,105,14.4855194092
8,2,20,110,16.5009918213
8,4,0,90,14.3289413452
8,4,0,95,16.3915557861
8,4,0,100,16.3759460449
8,4,0,105,14.8445816040
8,4,0,110,16.4227981567
8,4,5,90,16.5478286743
8,4,5,95,16.7197189331
8,4,5,100,16.3603286743
8,4,5,105,16.3915405273
8,4,5,110,14.9849853516
8,4,10,90,16.4694442749
8,4,10,95,16.2819442749
8,4,10,100,16.4225616455
8,4,10,105,14.4224472046
8,4,10,110,15.0007095337
8,4,15,90,16.4222564697
8,4,15,95,16.4850692749
8,4,15,100,16.4069366455
8,4,15,105,16.5162277222
8,4,15,110,16.1255035400
8,4,20,90,16.4380035400
8,4,20,95,16.4532775879
8,4,20,100,14.3754119873
8,4,20,105,16.1254806519
8,4,20,110,16.5473403931
8,6,0,90,14.4379272461
8,6,0,95,16.4224090576
8,6,0,100,16.5318069458
8,6,0,105,16.4535140991
8,6,0,110,18.5160064697
8,6,5,90,16.2034835815
8,6,5,95,16.4534988403
8,6,5,100,16.6097564697
8,6,5,105,16.5006942749
8,6,5,110,16.3597564697
8,6,10,90,16.3597717285
8,6,10,95,17.1878662109
8,6,10,100,16.5159683228
8,6,10,105,16.4533615112
8,6,10,110,16.4377441406
8,6,15,90,16.4534072876
8,6,15,95,16.1408615112
8,6,15,100,16.4846343994
8,6,15,105,16.4533767700
8,6,15,110,16.3283996582
8,6,20,90,16.3909378052
8,6,20,95,16.4846191406
8,6,20,100,16.4064636230
8,6,20,105,16.4689712524
8,6,20,110,15.1095657349
8,8,0,90,14.4845428467
8,8,0,95,14.4689025879
8,8,0,100,14.8127288818
8,8,0,105,16.4533538818
8,8,0,110,16.5002136230
8,8,5,90,16.6876831055
8,8,5,95,16.6095352173
8,8,5,100,16.7970428467
8,8,5,105,16.2033309937
8,8,5,110,16.3907623291
8,8,10,90,16.4688873291
8,8,10,95,16.4220046997
8,8,10,100,18.2188873291
8,8,10,105,14.6876449585
8,8,10,110,16.4067459106
8,8,15,90,14.8907546997
8,8,15,95,16.2188796997
8,8,15,100,16.4844818115
8,8,15,105,16.5313491821
8,8,15,110,16.1563796997
8,8,20,90,16.5469970703
8,8,20,95,16.5625991821
8,8,20,100,16.5938873291
8,8,20,105,24.4845657349
8,8,20,110,15.0313186646
