Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-3.98353
-89,0,-3.98353
-88,0,-3.98353
-87,0,-3.98353
-86,0,-3.98353
-85,0,-3.98353
-84,0,-3.98353
-83,0,-3.98353
-82,0,-3.98353
-81,0,-3.98353
-80,0,-3.98353
-79,0,-3.98353
-78,0,-3.98353
-77,0,-3.98353
-76,0,-3.98353
-75,0,-3.98353
-74,0,-3.98353
-73,0,-3.98353
-72,0,-3.98353
-71,0,-3.98353
-70,0,-3.98353
-69,0,-3.98353
-68,0,-3.98353
-67,0,-3.98353
-66,0,-3.98353
-65,0,-3.98353
-64,0,-3.98353
-63,0,-3.98353
-62,0,-3.98353
-61,0,-3.98353
-60,0,-3.98353
-59,0,-3.98353
-58,0,-3.98353
-57,0,-3.98353
-56,0,-3.98353
-55,0,-3.98353
-54,0,-3.98353
-53,0,-3.98353
-52,0,-3.98353
-51,0,-3.98353
-50,0,-3.98353
-49,0,-3.98353
-48,0,-3.98353
-47,0,-3.98353
-46,0,-3.98353
-45,0,-3.98353
-44,0,-3.98353
-43,0,-3.98353
-42,0,-3.98353
-41,0,-3.98353
-40,0,-3.98353
-39,0,-3.98353
-38,0,-3.98353
-37,0,-3.98353
-36,0,-3.98353
-35,0,-3.98353
-34,0,-3.98353
-33,0,-3.98353
-32,0,-3.98353
-31,0,-3.98353
-30,0,-3.98353
-29,0,-3.98353
-28,0,-3.98353
-27,0,-3.98353
-26,0,-3.98353
-25,0,-3.98353
-24,0,-3.98353
-23,0,-3.98353
-22,0,-3.98353
-21,0,-3.98353
-20,0,-3.98353
-19,0,-3.98353
-18,0,-3.98353
-17,0,-3.98353
-16,0,-3.98353
-15,0,-3.98353
-14,0,-3.98353
-13,0,-3.98353
-12,0,-3.98353
-11,0,-3.98353
-10,0,-3.98353
-9,0,-3.98353
-8,0,-3.98353
-7,0,-3.98353
-6,0,-3.98353
-5,0,-3.98353
-4,0,-3.98353
-3,0,-3.98353
-2,0,-3.98353
-1,0,-3.98353
0,0,-3.98353
1,0,-3.98353
2,0,-3.98353
