Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-14.8265
-89,0,-14.8265
-88,0,-14.8265
-87,0,-14.8265
-86,0,-14.8265
-85,0,-14.8265
-84,0,-14.8265
-83,0,-14.8265
-82,0,-14.8265
-81,0,-14.8265
-80,0,-14.8265
-79,0,-14.8265
-78,0,-14.8265
-77,0,-14.8265
-76,0,-14.8265
-75,0,-14.8265
-74,0,-14.8265
-73,0,-14.8265
-72,0,-14.8265
-71,0,-14.8265
-70,0,-14.8265
-69,0,-14.8265
-68,0,-14.8265
-67,0,-14.8265
-66,0,-14.8265
-65,0,-14.8265
-64,0,-14.8265
-63,0,-14.8265
-62,0,-14.8265
-61,0,-14.8265
-60,0,-14.8265
-59,0,-14.8265
-58,0,-14.8265
-57,0,-14.8265
-56,0,-14.8265
-55,0,-14.8265
-54,0,-14.8265
-53,0,-14.8265
-52,0,-14.8265
-51,0,-14.8265
-50,0,-14.8265
-49,0,-14.8265
-48,0,-14.8265
-47,0,-14.8265
-46,0,-14.8265
-45,0,-14.8265
-44,0,-14.8265
-43,0,-14.8265
-42,0,-14.8265
-41,0,-14.8265
-40,0,-14.8265
-39,0,-14.8265
-38,0,-14.8265
-37,0,-14.8265
-36,0,-14.8265
-35,0,-14.8265
-34,0,-14.8265
-33,0,-14.8265
-32,0,-14.8265
-31,0,-14.8265
-30,0,-14.8265
-29,0,-14.8265
-28,0,-14.8265
-27,0,-14.8265
-26,0,-14.8265
-25,0,-14.8265
-24,0,-14.8265
-23,0,-14.8265
-22,0,-14.8265
-21,0,-14.8265
-20,0,-14.8265
-19,0,-14.8265
-18,0,-14.8265
-17,0,-14.8265
-16,0,-14.8265
-15,0,-14.8265
-14,0,-14.8265
-13,0,-14.8265
-12,0,-14.8265
-11,0,-14.8265
-10,0,-14.8265
-9,0,-14.8265
-8,0,-14.8265
-7,0,-14.8265
-6,0,-14.8265
-5,0,-14.8265
-4,0,-14.8265
-3,0,-14.8265
-2,0,-14.8265
-1,0,-14.8265
0,0,-14.8265
1,0,-14.8265
2,0,-14.8265
3,0,-14.8265
4,0,-14.8265
5,0,-14.8265
6,0,-14.8265
7,0,-14.8265
8,0,-14.8265
9,0,-14.8265
10,0,-14.8265
11,0,-14.8265
12,0,-14.8265
13,0,-14.8265
14,0,-14.8265
15,0,-14.8265
16,0,-14.8265
17,0,-14.8265
18,0,-14.8265
19,0,-14.8265
20,0,-14.8265
21,0,-14.8265
22,0,-14.8265
23,0,-14.8265
24,0,-14.8265
25,0,-14.8265
26,0,-14.8265
27,0,-14.8265
28,0,-14.8265
29,0,-14.8265
30,0,-14.8265
31,0,-14.8265
32,0,-14.8265
33,0,-14.8265
34,0,-14.8265
35,0,-14.8265
36,0,-14.8265
37,0,-14.8265
38,0,-14.8265
39,0,-14.8265
40,0,-14.8265
41,0,-14.8265
42,0,-14.8265
43,0,-14.8265
44,0,-14.8265
45,0,-14.8265
46,0,-14.8265
47,0,-14.8265
48,0,-14.8265
49,0,-14.8265
50,0,-14.8265
51,0,-14.8265
52,0,-14.8265
53,0,-14.8265
54,0,-14.8265
55,0,-14.8265
56,0,-14.8265
57,0,-14.8265
58,0,-14.8265
59,0,-14.8265
60,0,-14.8265
61,0,-14.8265
62,0,-14.8265
63,0,-14.8265
64,0,-14.8265
65,0,-14.8265
66,0,-14.8265
67,0,-14.8265
68,0,-14.8265
69,0,-14.8265
70,0,-14.8265
71,0,-14.8265
72,0,-14.8265
73,0,-14.8265
74,0,-14.8265
75,0,-14.8265
76,0,-14.8265
77,0,-14.8265
78,0,-14.8265
79,0,-14.8265
80,0,-14.8265
81,0,-14.8265
82,0,-14.8265
83,0,-14.8265
84,0,-14.8265
85,0,-14.8265
86,0,-14.8265
87,0,-14.8265
88,0,-14.8265
89,0,-14.8265
90,0,-14.8265
-90,1,-15.2357
-89,1,-19.1123
-88,1,-19.112
-87,1,-19.1114
-86,1,-19.1106
-85,1,-19.1095
-84,1,-19.1082
-83,1,-19.1066
-82,1,-19.1048
-81,1,-19.1027
-80,1,-19.1004
-79,1,-19.0979
-78,1,-19.0951
-77,1,-19.0922
-76,1,-19.089
-75,1,-19.0856
-74,1,-19.082
-73,1,-19.0781
-72,1,-19.0741
-71,1,-19.0699
-70,1,-19.0655
-69,1,-19.0609
-68,1,-19.0561
-67,1,-19.0511
-66,1,-19.046
-65,1,-19.0407
-64,1,-19.0353
-63,1,-19.0297
-62,1,-19.0239
-61,1,-19.0181
-60,1,-19.012
-59,1,-19.0059
-58,1,-18.9997
-57,1,-18.9934
-56,1,-18.9869
-55,1,-18.9804
-54,1,-18.9738
-53,1,-18.9671
-52,1,-18.9603
-51,1,-18.9535
-50,1,-18.9467
-49,1,-18.9398
-48,1,-18.9329
-47,1,-18.9259
-46,1,-18.919
-45,1,-18.912
-44,1,-18.905
-43,1,-18.8981
-42,1,-18.8911
-41,1,-18.8842
-40,1,-18.8774
-39,1,-18.8705
-38,1,-18.8638
-37,1,-18.857
