Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-5.08087
-89,0,-5.08087
-88,0,-5.08087
-87,0,-5.08087
-86,0,-5.08087
-85,0,-5.08087
-84,0,-5.08087
-83,0,-5.08087
-82,0,-5.08087
-81,0,-5.08087
-80,0,-5.08087
-79,0,-5.08087
-78,0,-5.08087
-77,0,-5.08087
-76,0,-5.08087
-75,0,-5.08087
-74,0,-5.08087
-73,0,-5.08087
-72,0,-5.08087
-71,0,-5.08087
-70,0,-5.08087
-69,0,-5.08087
-68,0,-5.08087
-67,0,-5.08087
-66,0,-5.08087
-65,0,-5.08087
-64,0,-5.08087
-63,0,-5.08087
-62,0,-5.08087
-61,0,-5.08087
-60,0,-5.08087
-59,0,-5.08087
-58,0,-5.08087
-57,0,-5.08087
-56,0,-5.08087
-55,0,-5.08087
-54,0,-5.08087
-53,0,-5.08087
-52,0,-5.08087
-51,0,-5.08087
-50,0,-5.08087
-49,0,-5.08087
-48,0,-5.08087
-47,0,-5.08087
-46,0,-5.08087
-45,0,-5.08087
-44,0,-5.08087
-43,0,-5.08087
-42,0,-5.08087
-41,0,-5.08087
-40,0,-5.08087
-39,0,-5.08087
-38,0,-5.08087
-37,0,-5.08087
-36,0,-5.08087
-35,0,-5.08087
-34,0,-5.08087
-33,0,-5.08087
-32,0,-5.08087
-31,0,-5.08087
-30,0,-5.08087
-29,0,-5.08087
-28,0,-5.08087
-27,0,-5.08087
-26,0,-5.08087
-25,0,-5.08087
-24,0,-5.08087
-23,0,-5.08087
-22,0,-5.08087
-21,0,-5.08087
-20,0,-5.08087
-19,0,-5.08087
-18,0,-5.08087
-17,0,-5.08087
-16,0,-5.08087
-15,0,-5.08087
-14,0,-5.08087
-13,0,-5.08087
-12,0,-5.08087
-11,0,-5.08087
-10,0,-5.08087
-9,0,-5.08087
-8,0,-5.08087
-7,0,-5.08087
-6,0,-5.08087
-5,0,-5.08087
-4,0,-5.08087
-3,0,-5.08087
-2,0,-5.08087
-1,0,-5.08087
0,0,-5.08087
1,0,-5.08087
2,0,-5.08087
3,0,-5.08087
4,0,-5.08087
5,0,-5.08087
6,0,-5.08087
7,0,-5.08087
8,0,-5.08087
9,0,-5.08087
10,0,-5.08087
11,0,-5.08087
12,0,-5.08087
13,0,-5.08087
14,0,-5.08087
15,0,-5.08087
16,0,-5.08087
17,0,-5.08087
18,0,-5.08087
19,0,-5.08087
20,0,-5.08087
21,0,-5.08087
22,0,-5.08087
23,0,-5.08087
24,0,-5.08087
25,0,-5.08087
26,0,-5.08087
27,0,-5.08087
28,0,-5.08087
29,0,-5.08087
30,0,-5.08087
31,0,-5.08087
32,0,-5.08087
33,0,-5.08087
34,0,-5.08087
35,0,-5.08087
36,0,-5.08087
37,0,-5.08087
38,0,-5.08087
39,0,-5.08087
40,0,-5.08087
41,0,-5.08087
42,0,-5.08087
43,0,-5.08087
44,0,-5.08087
45,0,-5.08087
46,0,-5.08087
47,0,-5.08087
48,0,-5.08087
49,0,-5.08087
50,0,-5.08087
51,0,-5.08087
52,0,-5.08087
53,0,-5.08087
54,0,-5.08087
55,0,-5.08087
56,0,-5.08087
57,0,-5.08087
58,0,-5.08087
59,0,-5.08087
60,0,-5.08087
61,0,-5.08087
62,0,-5.08087
63,0,-5.08087
64,0,-5.08087
65,0,-5.08087
66,0,-5.08087
67,0,-5.08087
68,0,-5.08087
