Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-19.9585
-89,0,-19.9585
-88,0,-19.9585
-87,0,-19.9585
-86,0,-19.9585
-85,0,-19.9585
-84,0,-19.9585
-83,0,-19.9585
-82,0,-19.9585
-81,0,-19.9585
-80,0,-19.9585
-79,0,-19.9585
-78,0,-19.9585
-77,0,-19.9585
-76,0,-19.9585
-75,0,-19.9585
-74,0,-19.9585
-73,0,-19.9585
-72,0,-19.9585
-71,0,-19.9585
-70,0,-19.9585
-69,0,-19.9585
-68,0,-19.9585
-67,0,-19.9585
-66,0,-19.9585
-65,0,-19.9585
-64,0,-19.9585
-63,0,-19.9585
-62,0,-19.9585
-61,0,-19.9585
-60,0,-19.9585
-59,0,-19.9585
-58,0,-19.9585
-57,0,-19.9585
-56,0,-19.9585
-55,0,-19.9585
-54,0,-19.9585
-53,0,-19.9585
-52,0,-19.9585
-51,0,-19.9585
-50,0,-19.9585
-49,0,-19.9585
-48,0,-19.9585
-47,0,-19.9585
-46,0,-19.9585
-45,0,-19.9585
-44,0,-19.9585
-43,0,-19.9585
-42,0,-19.9585
-41,0,-19.9585
-40,0,-19.9585
-39,0,-19.9585
-38,0,-19.9585
-37,0,-19.9585
-36,0,-19.9585
-35,0,-19.9585
-34,0,-19.9585
-33,0,-19.9585
-32,0,-19.9585
-31,0,-19.9585
-30,0,-19.9585
-29,0,-19.9585
-28,0,-19.9585
-27,0,-19.9585
-26,0,-19.9585
-25,0,-19.9585
-24,0,-19.9585
-23,0,-19.9585
-22,0,-19.9585
-21,0,-19.9585
-20,0,-19.9585
-19,0,-19.9585
-18,0,-19.9585
-17,0,-19.9585
-16,0,-19.9585
-15,0,-19.9585
-14,0,-19.9585
-13,0,-19.9585
-12,0,-19.9585
-11,0,-19.9585
-10,0,-19.9585
-9,0,-19.9585
-8,0,-19.9585
-7,0,-19.9585
-6,0,-19.9585
-5,0,-19.9585
-4,0,-19.9585
-3,0,-19.9585
-2,0,-19.9585
-1,0,-19.9585
0,0,-19.9585
1,0,-19.9585
2,0,-19.9585
3,0,-19.9585
4,0,-19.9585
5,0,-19.9585
6,0,-19.9585
7,0,-19.9585
8,0,-19.9585
9,0,-19.9585
10,0,-19.9585
11,0,-19.9585
12,0,-19.9585
13,0,-19.9585
14,0,-19.9585
15,0,-19.9585
16,0,-19.9585
17,0,-19.9585
18,0,-19.9585
19,0,-19.9585
20,0,-19.9585
21,0,-19.9585
22,0,-19.9585
23,0,-19.9585
24,0,-19.9585
25,0,-19.9585
26,0,-19.9585
27,0,-19.9585
28,0,-19.9585
29,0,-19.9585
30,0,-19.9585
31,0,-19.9585
32,0,-19.9585
33,0,-19.9585
34,0,-19.9585
35,0,-19.9585
36,0,-19.9585
37,0,-19.9585
38,0,-19.9585
39,0,-19.9585
40,0,-19.9585
41,0,-19.9585
42,0,-19.9585
43,0,-19.9585
44,0,-19.9585
45,0,-19.9585
46,0,-19.9585
47,0,-19.9585
48,0,-19.9585
49,0,-19.9585
50,0,-19.9585
51,0,-19.9585
52,0,-19.9585
53,0,-19.9585
54,0,-19.9585
55,0,-19.9585
56,0,-19.9585
57,0,-19.9585
58,0,-19.9585
59,0,-19.9585
60,0,-19.9585
61,0,-19.9585
62,0,-19.9585
63,0,-19.9585
64,0,-19.9585
65,0,-19.9585
66,0,-19.9585
67,0,-19.9585
68,0,-19.9585
69,0,-19.9585
70,0,-19.9585
71,0,-19.9585
72,0,-19.9585
73,0,-19.9585
74,0,-19.9585
75,0,-19.9585
76,0,-19.9585
77,0,-19.9585
78,0,-19.9585
79,0,-19.9585
80,0,-19.9585
81,0,-19.9585
82,0,-19.9585
83,0,-19.9585
84,0,-19.9585
85,0,-19.9585
86,0,-19.9585
87,0,-19.9585
88,0,-19.9585
89,0,-19.9585
90,0,-45.5229
-90,1,-20.2767
-89,1,-44.77
-88,1,-44.7717
-87,1,-44.7745
-86,1,-44.7768
-85,1,-44.779
-84,1,-44.7818
-83,1,-44.7851
-82,1,-44.7889
-81,1,-44.7932
-80,1,-44.798
-79,1,-44.8034
-78,1,-44.8093
-77,1,-44.8157
-76,1,-44.8227
-75,1,-44.8302
-74,1,-44.8383
-73,1,-44.8469
-72,1,-44.8561
-71,1,-44.8658
-70,1,-44.8762
-69,1,-44.8871
-68,1,-44.8986
-67,1,-44.9107
-66,1,-44.9235
-65,1,-44.9368
-64,1,-44.9508
-63,1,-44.9654
-62,1,-44.9807
