Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-21.9607
-89,0,-21.9607
-88,0,-21.9607
-87,0,-21.9607
-86,0,-21.9607
-85,0,-21.9607
-84,0,-21.9607
-83,0,-21.9607
-82,0,-21.9607
-81,0,-21.9607
-80,0,-21.9607
-79,0,-21.9607
-78,0,-21.9607
-77,0,-21.9607
-76,0,-21.9607
-75,0,-21.9607
-74,0,-21.9607
-73,0,-21.9607
-72,0,-21.9607
-71,0,-21.9607
-70,0,-21.9607
-69,0,-21.9607
-68,0,-21.9607
-67,0,-21.9607
-66,0,-21.9607
-65,0,-21.9607
-64,0,-21.9607
-63,0,-21.9607
-62,0,-21.9607
-61,0,-21.9607
-60,0,-21.9607
-59,0,-21.9607
-58,0,-21.9607
-57,0,-21.9607
-56,0,-21.9607
-55,0,-21.9607
-54,0,-21.9607
-53,0,-21.9607
-52,0,-21.9607
-51,0,-21.9607
-50,0,-21.9607
-49,0,-21.9607
-48,0,-21.9607
-47,0,-21.9607
-46,0,-21.9607
-45,0,-21.9607
-44,0,-21.9607
-43,0,-21.9607
-42,0,-21.9607
-41,0,-21.9607
-40,0,-21.9607
-39,0,-21.9607
-38,0,-21.9607
-37,0,-21.9607
-36,0,-21.9607
-35,0,-21.9607
-34,0,-21.9607
-33,0,-21.9607
-32,0,-21.9607
-31,0,-21.9607
-30,0,-21.9607
-29,0,-21.9607
-28,0,-21.9607
-27,0,-21.9607
-26,0,-21.9607
-25,0,-21.9607
-24,0,-21.9607
-23,0,-21.9607
-22,0,-21.9607
-21,0,-21.9607
-20,0,-21.9607
-19,0,-21.9607
-18,0,-21.9607
-17,0,-21.9607
-16,0,-21.9607
-15,0,-21.9607
-14,0,-21.9607
-13,0,-21.9607
-12,0,-21.9607
-11,0,-21.9607
-10,0,-21.9607
-9,0,-21.9607
-8,0,-21.9607
-7,0,-21.9607
-6,0,-21.9607
-5,0,-21.9607
-4,0,-21.9607
-3,0,-21.9607
-2,0,-21.9607
-1,0,-21.9607
0,0,-21.9607
1,0,-21.9607
2,0,-21.9607
3,0,-21.9607
4,0,-21.9607
5,0,-21.9607
6,0,-21.9607
7,0,-21.9607
8,0,-21.9607
9,0,-21.9607
10,0,-21.9607
11,0,-21.9607
12,0,-21.9607
13,0,-21.9607
14,0,-21.9607
15,0,-21.9607
16,0,-21.9607
17,0,-21.9607
18,0,-21.9607
19,0,-21.9607
20,0,-21.9607
21,0,-21.9607
22,0,-21.9607
23,0,-21.9607
24,0,-21.9607
25,0,-21.9607
26,0,-21.9607
27,0,-21.9607
28,0,-21.9607
29,0,-21.9607
30,0,-21.9607
31,0,-21.9607
32,0,-21.9607
33,0,-21.9607
34,0,-21.9607
35,0,-21.9607
36,0,-21.9607
37,0,-21.9607
38,0,-21.9607
39,0,-21.9607
40,0,-21.9607
41,0,-21.9607
42,0,-21.9607
43,0,-21.9607
44,0,-21.9607
45,0,-21.9607
46,0,-21.9607
47,0,-21.9607
48,0,-21.9607
49,0,-21.9607
50,0,-21.9607
51,0,-21.9607
52,0,-21.9607
53,0,-21.9607
54,0,-21.9607
55,0,-21.9607
56,0,-21.9607
57,0,-21.9607
58,0,-21.9607
59,0,-21.9607
60,0,-21.9607
61,0,-21.9607
62,0,-21.9607
63,0,-21.9607
64,0,-21.9607
65,0,-21.9607
66,0,-21.9607
67,0,-21.9607
68,0,-21.9607
69,0,-21.9607
70,0,-21.9607
71,0,-21.9607
72,0,-21.9607
73,0,-21.9607
74,0,-21.9607
75,0,-21.9607
76,0,-21.9607
77,0,-21.9607
78,0,-21.9607
79,0,-21.9607
80,0,-21.9607
81,0,-21.9607
82,0,-21.9607
83,0,-21.9607
84,0,-21.9607
85,0,-21.9607
86,0,-21.9607
87,0,-21.9607
88,0,-21.9607
89,0,-21.9607
90,0,-61.8124
-90,1,-22.3445
-89,1,-66.2589
-88,1,-66.2653
-87,1,-66.2758
-86,1,-66.2768
-85,1,-66.2721
-84,1,-66.2664
-83,1,-66.2597
-82,1,-66.2519
-81,1,-66.2431
-80,1,-66.2333
-79,1,-66.2226
-78,1,-66.2109
-77,1,-66.1982
-76,1,-66.1845
-75,1,-66.17
-74,1,-66.1545
-73,1,-66.1382
-72,1,-66.121
-71,1,-66.1029
-70,1,-66.084
-69,1,-66.0644
-68,1,-66.0439
-67,1,-66.0227
-66,1,-66.0008
-65,1,-65.9782
-64,1,-65.955
-63,1,-65.9311
-62,1,-65.9065
-61,1,-65.8815
-60,1,-65.8558
-59,1,-65.8297
-58,1,-65.8031
-57,1,-65.7761
-56,1,-65.7486
-55,1,-65.7208
-54,1,-65.6926
-53,1,-65.6642
-52,1,-65.6354
-51,1,-65.6065
-50,1,-65.5773
-49,1,-65.548
-48,1,-65.5186
-47,1,-65.4891
-46,1,-65.4595
-45,1,-65.43
-44,1,-65.4004
-43,1,-65.3709
-42,1,-65.3415
-41,1,-65.3123
-40,1,-65.2832
-39,1,-65.2543
-38,1,-65.2257
-37,1,-65.1974
-36,1,-65.1693
-35,1,-65.1416
-34,1,-65.1143
-33,1,-65.0874
-32,1,-65.0609
-31,1,-65.0349
-30,1,-65.0094
-29,1,-64.9844
-28,1,-64.96
-27,1,-64.9362
-26,1,-64.913
-25,1,-64.8905
-24,1,-64.8686
-23,1,-64.8474
-22,1,-64.8269
-21,1,-64.8072
-20,1,-64.7883
-19,1,-64.7701
-18,1,-64.7527
-17,1,-64.7362
-16,1,-64.7205
