Phi[deg],Theta[deg],dB(RCSTotal)
-90,0,-11.1013
-89,0,-11.1013
-88,0,-11.1013
-87,0,-11.1013
-86,0,-11.1013
-85,0,-11.1013
-84,0,-11.1013
-83,0,-11.1013
-82,0,-11.1013
-81,0,-11.1013
-80,0,-11.1013
-79,0,-11.1013
-78,0,-11.1013
-77,0,-11.1013
-76,0,-11.1013
-75,0,-11.1013
-74,0,-11.1013
-73,0,-11.1013
-72,0,-11.1013
-71,0,-11.1013
-70,0,-11.1013
-69,0,-11.1013
-68,0,-11.1013
-67,0,-11.1013
-66,0,-11.1013
-65,0,-11.1013
-64,0,-11.1013
-63,0,-11.1013
-62,0,-11.1013
-61,0,-11.1013
-60,0,-11.1013
-59,0,-11.1013
-58,0,-11.1013
-57,0,-11.1013
-56,0,-11.1013
-55,0,-11.1013
-54,0,-11.1013
-53,0,-11.1013
-52,0,-11.1013
-51,0,-11.1013
-50,0,-11.1013
-49,0,-11.1013
-48,0,-11.1013
-47,0,-11.1013
-46,0,-11.1013
-45,0,-11.1013
-44,0,-11.1013
-43,0,-11.1013
-42,0,-11.1013
-41,0,-11.1013
-40,0,-11.1013
-39,0,-11.1013
-38,0,-11.1013
-37,0,-11.1013
-36,0,-11.1013
-35,0,-11.1013
-34,0,-11.1013
-33,0,-11.1013
-32,0,-11.1013
-31,0,-11.1013
-30,0,-11.1013
-29,0,-11.1013
-28,0,-11.1013
-27,0,-11.1013
-26,0,-11.1013
-25,0,-11.1013
-24,0,-11.1013
-23,0,-11.1013
-22,0,-11.1013
-21,0,-11.1013
-20,0,-11.1013
-19,0,-11.1013
-18,0,-11.1013
-17,0,-11.1013
-16,0,-11.1013
-15,0,-11.1013
-14,0,-11.1013
-13,0,-11.1013
-12,0,-11.1013
-11,0,-11.1013
-10,0,-11.1013
-9,0,-11.1013
-8,0,-11.1013
-7,0,-11.1013
-6,0,-11.1013
-5,0,-11.1013
-4,0,-11.1013
-3,0,-11.1013
-2,0,-11.1013
-1,0,-11.1013
0,0,-11.1013
1,0,-11.1013
2,0,-11.1013
3,0,-11.1013
4,0,-11.1013
5,0,-11.1013
6,0,-11.1013
7,0,-11.1013
8,0,-11.1013
9,0,-11.1013
10,0,-11.1013
11,0,-11.1013
12,0,-11.1013
13,0,-11.1013
14,0,-11.1013
15,0,-11.1013
16,0,-11.1013
17,0,-11.1013
18,0,-11.1013
19,0,-11.1013
20,0,-11.1013
21,0,-11.1013
22,0,-11.1013
23,0,-11.1013
24,0,-11.1013
25,0,-11.1013
26,0,-11.1013
27,0,-11.1013
28,0,-11.1013
29,0,-11.1013
30,0,-11.1013
31,0,-11.1013
32,0,-11.1013
33,0,-11.1013
34,0,-11.1013
35,0,-11.1013
36,0,-11.1013
37,0,-11.1013
38,0,-11.1013
39,0,-11.1013
40,0,-11.1013
41,0,-11.1013
42,0,-11.1013
43,0,-11.1013
44,0,-11.1013
45,0,-11.1013
46,0,-11.1013
47,0,-11.1013
48,0,-11.1013
49,0,-11.1013
50,0,-11.1013
51,0,-11.1013
52,0,-11.1013
53,0,-11.1013
54,0,-11.1013
55,0,-11.1013
56,0,-11.1013
57,0,-11.1013
58,0,-11.1013
59,0,-11.1013
60,0,-11.1013
61,0,-11.1013
62,0,-11.1013
63,0,-11.1013
64,0,-11.1013
65,0,-11.1013
66,0,-11.1013
67,0,-11.1013
68,0,-11.1013
69,0,-11.1013
70,0,-11.1013
71,0,-11.1013
72,0,-11.1013
73,0,-11.1013
74,0,-11.1013
75,0,-11.1013
76,0,-11.1013
77,0,-11.1013
78,0,-11.1013
79,0,-11.1013
80,0,-11.1013
81,0,-11.1013
82,0,-11.1013
83,0,-11.1013
84,0,-11.1013
85,0,-11.1013
86,0,-11.1013
87,0,-11.1013
88,0,-11.1013
89,0,-11.1013
90,0,-4.49663
-90,1,-11.2926
-89,1,-5.60673
-88,1,-5.60605
-87,1,-5.60491
-86,1,-5.6039
-85,1,-5.60287
-84,1,-5.60161
-83,1,-5.60012
-82,1,-5.59841
-81,1,-5.59648
-80,1,-5.59432
-79,1,-5.59196
-78,1,-5.58937
-77,1,-5.58658
-76,1,-5.58358
-75,1,-5.58038
-74,1,-5.57698
-73,1,-5.57338
-72,1,-5.56959
-71,1,-5.56562
-70,1,-5.56147
-69,1,-5.55714
-68,1,-5.55263
-67,1,-5.54797
-66,1,-5.54314
-65,1,-5.53817
-64,1,-5.53304
-63,1,-5.52778
-62,1,-5.52238
-61,1,-5.51685
-60,1,-5.5112
-59,1,-5.50544
-58,1,-5.49957
-57,1,-5.49361
-56,1,-5.48755
-55,1,-5.4814
-54,1,-5.47518
-53,1,-5.46889
-52,1,-5.46254
-51,1,-5.45613
-50,1,-5.44968
-49,1,-5.44319
-48,1,-5.43667
-47,1,-5.43012
-46,1,-5.42357
-45,1,-5.417
-44,1,-5.41044
-43,1,-5.40389
-42,1,-5.39735
-41,1,-5.39084
-40,1,-5.38437
-39,1,-5.37793
-38,1,-5.37155
-37,1,-5.1674
-36,1,-5.35895
-35,1,-5.35276
-34,1,-5.34665
-33,1,-5.34062
-32,1,-5.33469
-31,1,-5.32886
-30,1,-5.32314
-29,1,-5.31754
-28,1,-5.31205
-27,1,-5.3067
-26,1,-5.30148
-25,1,-5.2964
-24,1,-5.29147
-23,1,-5.28669
-22,1,-5.28207
-21,1,-5.27762
-20,1,-5.27334
-19,1,-5.26923
-18,1,-5.2653
-17,1,-5.26156
-16,1,-5.258
-15,1,-5.25464
-14,1,-5.25148
-13,1,-5.24852
-12,1,-5.24576
-11,1,-5.24322
-10,1,-5.24088
-9,1,-5.23876
-8,1,-5.23685
-7,1,-5.23516
-6,1,-5.2337
-5,1,-5.23245
-4,1,-5.23143
-3,1,-5.23064
-2,1,-5.23007
-1,1,-5.22973
0,1,-5.22962
1,1,-5.22973
2,1,-5.23007
3,1,-5.23064
4,1,-5.23143
5,1,-5.23245
6,1,-5.2337
7,1,-5.23516
8,1,-5.23685
9,1,-5.23876
10,1,-5.24088
11,1,-5.24322
12,1,-5.24576
13,1,-5.24852
14,1,-5.25148
15,1,-5.25464
16,1,-5.258
17,1,-5.26156
18,1,-5.2653
19,1,-5.26923
20,1,-5.27334
21,1,-5.27762
22,1,-5.28207
23,1,-5.28669
24,1,-5.29147
25,1,-5.2964
26,1,-5.30148
27,1,-5.3067
28,1,-5.31205
29,1,-5.31754
30,1,-5.32314
31,1,-5.32886
32,1,-5.33469
33,1,-5.34062
34,1,-5.34665
35,1,-5.35276
36,1,-5.35895
37,1,-5.1674
38,1,-5.37155
39,1,-5.37793
40,1,-5.38437
41,1,-5.39084
42,1,-5.39735
43,1,-5.40389
44,1,-5.41044
45,1,-5.417
46,1,-5.42357
47,1,-5.43012
48,1,-5.43667
49,1,-5.44319
50,1,-5.44968
51,1,-5.45613
52,1,-5.46254
53,1,-5.46889
54,1,-5.47518
55,1,-5.4814
56,1,-5.48755
57,1,-5.49361
58,1,-5.49957
59,1,-5.50544
60,1,-5.5112
61,1,-5.51685
62,1,-5.52238
63,1,-5.52778
64,1,-5.53304
65,1,-5.53817
66,1,-5.54314
67,1,-5.54797
68,1,-5.55263
69,1,-5.55714
70,1,-5.56147
71,1,-5.56562
72,1,-5.56959
73,1,-5.57338
74,1,-5.57698
75,1,-5.58038
76,1,-5.58358
77,1,-5.58658
78,1,-5.58937
79,1,-5.59196
80,1,-5.59432
81,1,-5.59648
82,1,-5.59841
83,1,-5.60012
84,1,-5.60161
85,1,-5.60287
86,1,-5.6039
87,1,-5.60491
88,1,-5.60605
89,1,-5.60673
90,1,-5.60696
-90,2,-11.8716
-89,2,-7.39647
-88,2,-7.39473
-87,2,-7.39237
-86,2,-7.38908
-85,2,-7.38486
-84,2,-7.3797
-83,2,-7.37363
-82,2,-7.36664
-81,2,-7.35875
-80,2,-7.34996
-79,2,-7.3403
-78,2,-7.32976
-77,2,-7.31837
-76,2,-7.30614
-75,2,-7.29308
-74,2,-7.27922
-73,2,-7.26457
-72,2,-7.24914
-71,2,-7.23297
-70,2,-7.21607
-69,2,-7.19846
-68,2,-7.18016
-67,2,-7.16121
-66,2,-7.14161
-65,2,-7.12141
-64,2,-7.10062
-63,2,-7.07927
-62,2,-7.05739
-61,2,-7.03501
-60,2,-7.01215
-59,2,-6.98884
-58,2,-6.96512
-57,2,-6.94101
-56,2,-6.91654
-55,2,-6.89175
-54,2,-6.86667
-53,2,-6.84132
-52,2,-6.81573
-51,2,-6.78995
-50,2,-6.764
-49,2,-6.73792
-48,2,-6.71173
-47,2,-6.68547
-46,2,-6.65917
-45,2,-6.63286
-44,2,-6.60657
-43,2,-6.58035
-42,2,-6.55421
-41,2,-6.52819
-40,2,-6.50232
-39,2,-6.47664
-38,2,-6.45117
-37,2,-6.42594
-36,2,-6.40099
-35,2,-6.37634
-34,2,-6.35202
-33,2,-6.32807
-32,2,-6.3045
-31,2,-6.28135
-30,2,-6.25865
-29,2,-6.23641
-28,2,-6.21468
-27,2,-6.19346
-26,2,-6.17279
-25,2,-6.1527
-24,2,-6.13319
-23,2,-6.11431
-22,2,-6.09606
-21,2,-6.07847
-20,2,-6.06156
-19,2,-6.04536
-18,2,-6.02986
-17,2,-5.8011
-16,2,-6.0011
-15,2,-5.98786
-14,2,-5.97541
-13,2,-5.96375
-12,2,-5.9529
-11,2,-5.94287
-10,2,-5.93368
-9,2,-5.92533
-8,2,-5.91784
-7,2,-5.9112
-6,2,-5.90544
-5,2,-5.90055
-4,2,-5.89655
-3,2,-5.89342
-2,2,-5.89119
-1,2,-5.88985
0,2,-5.88941
1,2,-5.88985
2,2,-5.89119
3,2,-5.89342
4,2,-5.89655
5,2,-5.90055
6,2,-5.90544
7,2,-5.9112
8,2,-5.91784
9,2,-5.92533
10,2,-5.93368
11,2,-5.94287
12,2,-5.9529
13,2,-5.96375
14,2,-5.97541
15,2,-5.98786
16,2,-6.0011
17,2,-5.8011
18,2,-6.02986
19,2,-6.04536
20,2,-6.06156
21,2,-6.07847
22,2,-6.09606
23,2,-6.11431
24,2,-6.13319
25,2,-6.1527
26,2,-6.17279
27,2,-6.19346
28,2,-6.21468
29,2,-6.23641
30,2,-6.25865
31,2,-6.28135
32,2,-6.3045
33,2,-6.32807
34,2,-6.35202
35,2,-6.37634
36,2,-6.40099
37,2,-6.42594
38,2,-6.45117
39,2,-6.47664
40,2,-6.50232
41,2,-6.52819
42,2,-6.55421
43,2,-6.58035
44,2,-6.60657
45,2,-6.63286
46,2,-6.65917
47,2,-6.68547
48,2,-6.71173
49,2,-6.73792
50,2,-6.764
51,2,-6.78995
52,2,-6.81573
53,2,-6.84132
54,2,-6.86667
55,2,-6.89175
56,2,-6.91654
57,2,-6.94101
58,2,-6.96512
59,2,-6.98884
60,2,-7.01215
61,2,-7.03501
62,2,-7.05739
63,2,-7.07927
64,2,-7.10062
65,2,-7.12141
66,2,-7.14161
67,2,-7.16121
68,2,-7.18016
69,2,-7.19846
70,2,-7.21607
71,2,-7.23297
72,2,-7.24914
73,2,-7.26457
74,2,-7.27922
75,2,-7.29308
76,2,-7.30614
77,2,-7.31837
78,2,-7.32976
79,2,-7.3403
80,2,-7.34996
81,2,-7.35875
82,2,-7.36664
